,0,1,2,3,4,5,6,7
162,Carmen,8.0,France,parfait pour dormir une,le prix et le personnel,la déco des années 80 US et le fait qu il faille réserver le dîner ( buffet),Février 2022,Commentaire envoyé le 20 février 2022
163,Gabriel,7.0,France,bon séjour,la proximité avec le parc et le personnels très aimables,un manque de propreté dans la chambre (sprinkler),Février 2022,Commentaire envoyé le 20 février 2022
164,Nicolas,8.0,France,"Séjour très agréable dans un très beau cadre, propre, mais qui mériterait d’être un peu rajeunit","Hôtel bien situé par rapport au parc, bon rapport qualité/prix, cadre agréable et calme, le personnel est très sympathique, la literie confortable, chambre spacieuse. Le buffet du restaurant de l’hôtel est très bon et dispose de choix qui contenteront tous les appétits. Un bar avec une cheminée est situé à proximité de l’entrée, le lieu est très sympathique pour se détendre après une longue journée de marche.","Manque de prises électriques dans les chambres, la déco est un peu vieillissante, même si bien entretenue et propre, elle mériterait d’être remise au goût du jour. « L’espace » salle de bain comporte un wc et une douche, le lavabo lui est à l’entrée de la chambre et ne dispose pas de porte pour préserver l’intimité, si on souhaite juste faire une toilette c’est à la vue de ses amis/famille.",Février 2022,Commentaire envoyé le 20 février 2022
165,Frederic,8.0,Belgique,Très bien,"l’emplacement, le Golden Forest Lounge, le côté cosy de l’hôtel",manque de prises dans la chambre et de porte entre la chambre et la salle de bain,Février 2022,Commentaire envoyé le 20 février 2022
166,Julien,7.0,France,Bien,emplacement,vétuste et énormément d’équipements indisponibles pour cause de maintenance,Février 2022,Commentaire envoyé le 14 février 2022
167,Tristan,8.8,France,Superbe,"Personnel au top, souriant et à l'écoute. La propreté des chambres et des parties communes sont irréprochable. L'hôtel était à 5min à pied du parc en plus des navettes.","Pas de prise de courant à proximité des lits. Seulement trois prise dans la chambre dont deux qui ne fonctionne que lorsque la lumière est éclairée, pas trop pratique pour charger sont téléphone la nuit..",Février 2022,Commentaire envoyé le 13 février 2022
168,Marie,9.0,France,"excellent séjour m, nous y retournerons avec plaisir",l’ambiance générale,la musique de fond,Janvier 2022,Commentaire envoyé le 13 février 2022
169,Léna,7.0,France,Bien,"Le calme , la baignoire et l'agencement",Pas de serviette en papier de dispo dans la chambre.,Février 2022,Commentaire envoyé le 13 février 2022
170,Samia,7.0,Belgique,"très bel hôtel, cher pour la prestation mais c’est Disney","hôtel très bien thématisé, employés très serviables, chambre calme",pas d’eau chaude pendant des heures durant,Février 2022,Commentaire envoyé le 12 février 2022
171,Angela,8.0,France,Dans l'ensemble très bien nous avons passé un bon moment,Beaucoup trop cher à mon goût 82 € pour manger un croissant je pense que ça fait très cher le kilo de farine je pense qu'ils devraient revoir leur prix des petits déjeuners nous avons été obligé de prendre notre déjeuner à l'extérieur du Parc,La décoration et un peu fade,Février 2022,Commentaire envoyé le 11 février 2022
172,Sebastien,8.0,France,Très bien,"Situation idéale , on peut se rendre au parc a pied","Équipements un peu vieillissant, papier peint d'école dans les couloirs, matelas un peu déformé...",Février 2022,Commentaire envoyé le 11 février 2022
173,Caroline,9.0,France,Fabuleux,"Hôtel sympa, ambiance boisé plutôt agréable et pas très loin des parcs.",,Février 2022,Commentaire envoyé le 11 février 2022
174,Isabelle,9.0,France,Fabuleux,Très bon accueil. Bonnes prestations. Personnel agréable.,La chambre était un peu vieillote,Février 2022,Commentaire envoyé le 10 février 2022
175,Estelle,8.0,Belgique,chouette hôtel,"le décor, l’ambiance, l’emplacement","un rideau entre la salle de bain et la chambre serait un must pour ne pas réveiller tout le monde la nuit an allant aux toilettes. Très peu de prises de courant et la moitié ne fonctionne pas, pas l’idéal quand il faut recharger plusieurs gsm ou ipad…. chauffage / clip très bruyante, impossible de la laisser tourner",Février 2022,Commentaire envoyé le 6 février 2022
176,Céline,7.0,France,Bien,La déco. Malheureusement quelques travaux sont à prévoir je penses,,Janvier 2022,Commentaire envoyé le 6 février 2022
177,Céline,7.0,France,Hôtel dépaysant et sympa mais des améliorations à faire …,L’emplacement et le thème de l’hôtel. Petit déjeuner avec la golden Forest très bien,"Le manque d’amabilité de l’accueil (golden Forest). Les chambres sont vieillottes et la propreté est limite… insonorisation pas top… Manque de communication au sein du personnel(on se lève tôt pour aller à la piscine je demande à l’accueil le chemin car il faut sortir du bâtiment et marcher un bout : piscine ouverte mais pas fonctionnelle, l’accueil aurait été prévenue j’aurais évité de perdre 20 minutes à sortir dans le froid en plein hiver).",Décembre 2021,Commentaire envoyé le 6 février 2022
178,Christophe,9.0,Belgique,"Très bon séjour, je reviendrai","Petit-dejeuner, ambiance generale, personnel à l'ecoute, le buffet du restaurant excellent, le cadre est magnifique, les chambres sont bien décorées.","Impossible de brancher un ordinateur sur le televiseur, mauvaise insonorisation",Février 2022,Commentaire envoyé le 5 février 2022
179,Lna078,7.0,France,Dommage pour ce sejour,"Le lieu, et la période de janvier/février est top car c'est calme. Le bar",Le personnel qui ce jour là nous a donné un numéro de chambre inexistant (157 lodge yellow stone) On a cherché pendant 30 minutes avec notre fille fatiguée. Horrible cet expérience.,Janvier 2022,Commentaire envoyé le 5 février 2022
180,Yacine,9.0,France,"mon séjour s’est passé à Disneyland, et c’était magique!!","personnel de l’hôtel très chaleureux,   confort de l’hôtel au top, présence de personnages le soir!!",le personnel de sécurité totalement désagréable et détestable!! manque de professionnalisme évident,Février 2022,Commentaire envoyé le 4 février 2022
181,Annie,9.0,France,Fabuleux,Très bon choix pour un séjour à Disneyland. Hotel agréable et confortable. Restaurant buffet très bien. Tarifs du restaurant cependant un peu eleves pour les menus enfants,,Février 2022,Commentaire envoyé le 4 février 2022
182,Nicolas,7.0,Belgique,"Bon séjour … les installations, au contraire de la chambre, sont agréables et plaisantes.","Le cadre est très dépaysant, on se croirait réellement en Californie dans les beaux parcs naturels. La piscine est propre, accueillante et parfaite pour se détendre lorsque les gens sont aux parcs. Le bar est sympa également et le personnel est de manière générale accueillant.","L’emplacement de notre chambre près de la réception et du bar … un spot bien lumineux donnait sur notre chambre … pas très agréable ! La chambre est assez vieillotte et la literie usée, peu confortable !",Janvier 2022,Commentaire envoyé le 3 février 2022
183,Sidonie,8.0,France,Super,La propreté de la chambre était excellente. Une excellente vue. Personnelle de l'hotel polie et bienveillant.,Quelques bruits dans les couloirs le soir.,Janvier 2022,Commentaire envoyé le 3 février 2022
184,Gwladys,8.0,Thaïlande,Très bien,"La literie, le petit-déjeuner, l'emplacement",Petit souci au niveau de la douche,Février 2022,Commentaire envoyé le 2 février 2022
185,Henri,8.0,Belgique,Très bien,"J'aime l'hôtel séquoia, c'est mon coup de cœur depuis plusieurs années.  Je dois parfois fréquenter un autre hôtel, mon budget m'y oblige. Cette fois j'ai fait l'effort de vous fréquenter voulant présenter l'hôtel à quelqu'un qui ne le connaissait pas. En comprenant parfaitement qu'il y a des abus, je regrette que les petits déjeuners ne sont plus inclus. J'ai un abonnement infinity et j'essaye de fréquenter le parc le plus possible. Je suis accro. Dommage de toutes les mesures actuel mais merci au séquoia qui s'est engagé à faciliter la tâche.",Trop de procédures internet smartphone pour quelqu'un de mon âge d'autant plus qu'il y a des buts. Merci à tout le personnel qui tente avec le sourire de dépanner.,Janvier 2022,Commentaire envoyé le 2 février 2022
186,Elisa,8.0,France,Magique !,Personnel très accueillant et souriant. Très bel hôtel malgré certains travaux à l’extérieur (on entends pas).  Restaurant nickel  Chambre spacieuse et confortable,Le manque de prise,Février 2022,Commentaire envoyé le 2 février 2022
187,Dekra,9.0,France,Dépaysement nature et lac,L'ambiance et l'emplacement par rapport aux parcs,Beaucoup de travaux alentour. Loin de l'accueil,Janvier 2022,Commentaire envoyé le 2 février 2022
188,Thierry,9.0,Belgique,Fabuleux,"Personnel de hôtel, hôtel du parc, petit déjeuner et comfort de la chambre",,Janvier 2022,Commentaire envoyé le 1 février 2022
189,Fanny,8.0,France,Un séjour magique 🤩,"L’établissement est magnifique, le cadre apaisant.",L’emplacement de la chambre et le prix du petit déjeuner,Janvier 2022,Commentaire envoyé le 1 février 2022
190,Celine,8.0,France,Très bien,la proximité avec le parc Disneyland,"les chambres dans les lodges, isolées du bâtiment principal (pas pratique pour le petit déjeuner, réception …)",Janvier 2022,Commentaire envoyé le 30 janvier 2022
191,Virginie,7.0,France,Bien,Hôtel très beau de l'extérieur en période de Noël.  Chambre sur le thème de Bambi.  Très proche de Disneyland avec des navettes gratuites devant l'hôtel.,Très peu de prises électriques dans la chambre. Il vaut mieux penser à prendre une rallonge avec.  La propreté laissait un peu à désirer dans les couloirs de l'hôtel...,Décembre 2021,Commentaire envoyé le 28 janvier 2022
192,Virginie,8.0,Belgique,magie Disney au plus près des parcs!,"La magie Disney! Le sequoia Lodge correspond parfaitement à l'idée de l'hiver que je me fais, donc le bois, la pierre, la grande cheminée collent bien avec la saison hivernale.. le tout avec le confort! Bien entendu Disney reste plus cher qu'un autre hôtel mais c'est Disney","mobilier un peu vieillissant, très peu de prises dans la chambre, baignoire avec pommeau de douche et non pas une vraie douche",Janvier 2022,Commentaire envoyé le 27 janvier 2022
193,Catherine,7.0,France,trop d attraction fermées sur dysney,tout,resto trop cher,Janvier 2022,Commentaire envoyé le 23 janvier 2022
194,Cindyohan,7.0,France,Bien,"L'ambiance, l'amabilité du personnel, l'emplacement","Le ménage moyen ( poils et cheveux dans la salle de bain, poussière...)",Janvier 2022,Commentaire envoyé le 22 janvier 2022
195,Mathieu4589,9.0,Belgique,Top,"Le décors de l'hôtel est superbe, le thème est suivi à la perfection. Le bar avec sa cheminée centrale est top avec une belle carte et des cocktails pour deux.",Rien a redire peut être le matelas qui arrive en fin de vie mais toujours confortable tout de même. Quelques prises de plus dans la chambre (3 dans mes souvenirs) seraient bienvenues.,Janvier 2022,Commentaire envoyé le 19 janvier 2022
196,Florent,8.0,France,correspondant à mes attentes,Personnel à l'arrivée très accueillant /  Localisation proche du parc Disneyland,"Etre dérangé par le personnel de ménage dès 8h45 (alors que check out jusque 11h) car panneau ""ne pas déranger"" à accrocher à la porte non dispo dans la chambre",Janvier 2022,Commentaire envoyé le 19 janvier 2022
197,Justine,9.0,France,Magique !,"Restaurant et petit-déjeuner au top, chambre superbe et propre, personnel adorable ... Nous y retournerons sans problèmes !","Le manque de prises dans la chambre, pensez à prendre une multiprise et une rallonge !",Janvier 2022,Commentaire envoyé le 19 janvier 2022
198,Carine,9.0,France,Fabuleux,les choix des buffets,,Décembre 2021,Commentaire envoyé le 18 janvier 2022
199,Pasmar92,8.0,France,Très bien,Option Golden Forest Club avec salle de restaurant dédiée et goûter compris,Absence de prises électriques sur la table de chevet,Janvier 2022,Commentaire envoyé le 18 janvier 2022
200,Sabrina,7.0,Belgique,Bien,La cadre,Le manque d insonorisation des chambres,Janvier 2022,Commentaire envoyé le 18 janvier 2022
201,Frederic,7.0,France,bien mais 3 jours de parc avec deux nuits suffisent,"hotel bien placé , chambre avec deux lits confortables mais pas pour 4 personnes  ( heureusement nous avions pris deux chambres communicantes ) bar agréable  ( bien dire aux serveurs de remettre du bois dans la cheminée )  buffet très bien pour le prix  il manque juste des compotes pour les enfants  bien prise en compte du handicap avec une carte ""priorité "" faite par le concierge et qui nous a facilité le séjour ( difficile malgré tout de trouver un emplacement de parking beaucoup de place handicapées étant occupées ""illégalement ""","déco un peu datée , piscine trop froide   nous n'y sommes  allés que deux fois lors de notre séjour ( accès  d'une porte vitrée avec l'extérieur qui effectivement en hiver refroidit considérablement ) problème avec des parents ""habillés "" dans l'espace piscine  ( quand on ne sait pas nager on ne vient pas ! nous avions hésité avec le Newport à ce sujet , je regrette donc mon choix  manque de produit d'accueil réservation en pension complète mais malgré cela difficulté pour trouver un restaurant ( beaucoup de restaurant fermés )nous aurions aimé pouvoir prendre tous nos repas à l'hotel sinon cela sert à quoi de réserver ?,trop de réservations extérieures , les résidents de l'hotel devraient être prioritaires rénovation en cours les ascenseurs méritent vraiment un remplacement",Janvier 2022,Commentaire envoyé le 17 janvier 2022
202,Gregory,8.0,Polynésie française,Un dépaysement complet !,Disponibilité de la chambre.,Une seule prise fonctionnant la nuit (la deuxième fonctionne si l'on allume la lumière) pour une chambre double soit 4 personnes pour recharger les téléphones ce n'est pas assez.,Janvier 2022,Commentaire envoyé le 17 janvier 2022
203,Jérôme,9.0,France,Fabuleux,Personnel très agréable et professionnel qui nous trouve toute les solutions. Le cadre et l'hôtel exceptionnel en pleine nature......,,Janvier 2022,Commentaire envoyé le 16 janvier 2022
204,Mathieu,8.0,France,"très bon hôtel, juste le prix un peu élevé pour une nuit, sûrement dû à la date juste avant Noël",la proximité des parcs,,Décembre 2021,Commentaire envoyé le 15 janvier 2022
205,Delphine,9.0,Belgique,Fabuleux,comme d’habitude dans les hôtels Disney ❤️,,Janvier 2022,Commentaire envoyé le 14 janvier 2022
206,Cathy,8.0,France,Très bien,,"pas de prises dans la chambre pour charger nos téléphones portables pire pas de prise pour brancher appareil pour Apnée du sommeil appel à la réception : possibilité de prêter une rallonge pour accéder à la seule prise libre, par contre venir la chercher à l’accueil et laisser une caution de 30 euros … 🙄",Janvier 2022,Commentaire envoyé le 13 janvier 2022
207,Angelique,8.0,France,Très bien,"L'originalité de l'hôtel,la gentillesse du personnels",Baignoire beaucoup trop petite,Janvier 2022,Commentaire envoyé le 13 janvier 2022
208,Helene,9.0,France,Retrouvailles,Hôtel calme et confortable et toujours un plaisir de retrouver les cast aimables,Rien,Décembre 2021,Commentaire envoyé le 12 janvier 2022
209,Mehdi,8.0,Belgique,Un bon séjour,"Bien situé , facile accès, bien agencé, et bonne organisation",Les mesures covid parfois contraignante,Janvier 2022,Commentaire envoyé le 12 janvier 2022
210,Sab\',9.0,France,Très cosy,"Personnel au top et très belle piscine (attention fermée pour travaux à partir du 10/01). Le bar est vraiment chouette, surtout à la période des fêtes avec ses grands sapins autour de la chéminée",Le seul bémol se sont les prises dans la chambre qui manque cruellement et sont loin du loin. Si vous pouvez emporter rallonge multiprise ;),Janvier 2022,Commentaire envoyé le 11 janvier 2022
211,Jennifer,8.3,France,Satisfait,Le côté nature et familiale . Ainsi que la proximité,La chambres et l'hôtel sont vieillissant mur porte baignoire abîmé,Janvier 2022,Commentaire envoyé le 10 janvier 2022
212,Agathe,9.0,France,super,le golden forest,,Décembre 2021,Commentaire envoyé le 9 janvier 2022
213,Gaëlle,8.0,France,Un séjour très très appréciable,La gentillesse et la serviabilité du personnel. La propreté et le confort des lieux.,Manque un peu d'équipements dans les chambre (prise/chargeur/usb/cafetière/frigo),Janvier 2022,Commentaire envoyé le 9 janvier 2022
214,Noel,7.0,Belgique,chouette séjour je recommande,"l’ambiance chaleureuse, la piscine, le petit déjeuner et le dîner, la gentillesse du personnel",les lits un peu inconfortables et petits,Janvier 2022,Commentaire envoyé le 9 janvier 2022
215,Elie,7.0,Suisse,Bien,Piscine,Lit qui craque,Janvier 2022,Commentaire envoyé le 8 janvier 2022
216,Maraldi,9.0,Belgique,Fabuleux,"Hotel charmant offrant vraiment l'atmosphère annoncée, proximité avec le parc, personnel dans son ensemble très accueillant et chaleureux","Le seul bémol rencontré lors de notre séjour est le comportement hautain et désagréable de l'un des serveurs du bar de l'hotel (Erwan pour ne pas le citer) qui n'a selon nous pas sa place en contact avec la clientèle. Serveur donc à éviter, les autres sont sympas nous avons changé de table!",Janvier 2022,Commentaire envoyé le 8 janvier 2022
217,Patricia,8.0,Belgique,Très bien,la suite en golden Forest le goûter est le déjeuner étais excellent,,Janvier 2022,Commentaire envoyé le 8 janvier 2022
218,Coton,7.0,Belgique,Bien,La literie,1h pour trouver une place de parking 😒,Janvier 2022,Commentaire envoyé le 8 janvier 2022
219,Sonia,7.0,France,Bon séjour en général,Les chambres refait à notre retour,L’eau de la piscine pas assez chaude !!!  L’air intérieur de la piscine pas assez chaud !!!!,Janvier 2022,Commentaire envoyé le 7 janvier 2022
220,Julie,8.0,France,très bon séjour,le personnel la propreté les lits l’emplacement de la chambre,nous pensions avoir plus de chaîne de télé pour les enfants le soir étant à Disney nous pensions que la magie serait là même pour les chaînes tv,Décembre 2021,Commentaire envoyé le 6 janvier 2022
221,Emmanuele,9.0,Belgique,Très bon sejour,"C est la 5 eme fois que nous y séjournons,Tout était parfait comme d'habitude","Les fenêtres étaient obstruées par un film opacifiant du aux travaux. Ce qui donnait l impression d être dans une pièce fermée. C est dommage, car le prix de la réservation n en tient pas compte(prix identique aux autres chambres)",Janvier 2022,Commentaire envoyé le 5 janvier 2022
222,Gaëlle,8.0,France,Au milieu des séquoias commence la magie.,Bel hôtel niché dans les séquoias à deux pas des parcs donc une fois la voiture garée vous n'avez plus qu'à poser vos valises et flâner le long du lac pour vous rendre dans les parcs Disney. Personnel agréable et accueillant. Le soucis du détail propre à Disney fait que la magie commence dès que l'on pose le pied dans l'hôtel surtout en période de Noël.,L'hôtel est en cours de rénovation et c'est une bonne chose car on sent que certains équipements et la literie arrivent au bout. J'espère qu'il gardera tout de même sont cachet.,Janvier 2022,Commentaire envoyé le 5 janvier 2022
223,Valérie,7.0,Belgique,Proximité des parcs,"Proximité directe des parcs, via le disney village. Pas besoin de navettes, même si elles sont présentes aussi. Très bel hôtel,  belle thématique, grands espaces, bar avec feu ouvert très cosy. Belle piscine et centre de fitness.","Parking de l'hôtel nettement insuffisant. Obligés de se garer sur les bordures ou en bout d'allée au risque de se faire accrocher :-( Les chambres sont un peu ""vieillottes"". Matelas peu confortable.",Janvier 2022,Commentaire envoyé le 5 janvier 2022
224,Pauline,7.0,France,sympa et dépaysant,le confort et surtout l’ambiance cosy,la configuration de l’hôtel n’est pas du tout pratique … les l’offres sont parfois très loin de la réception  et l’amabilité de la personne du bar laisse un peu à désirer…,Janvier 2022,Commentaire envoyé le 4 janvier 2022
225,Rémy,8.0,France,Très bien,Le personnel très accueillant et on est a proximite de tout,Je vous avez demandé de décorer la chambre parce que c'était l'anniversaire de ma femme et vous m'avez dit que ça serait fait sauf que rien n'avait été fait donc un peu déçu pour ça !,Décembre 2021,Commentaire envoyé le 3 janvier 2022
226,Dorothée,8.0,France,Très bien,Hôtel tout proche du parc (10 mns à pieds).,,Décembre 2021,Commentaire envoyé le 3 janvier 2022
227,Laure,8.0,France,Super hôtel au milieu des arbres pour une ambiance de noël assurée,Le petit-déjeuner et le goûter au Lounge ^^ réservé aux clients Golden Forrest. Le personnel y est accueillant et très sympathique. Une bonne ambiance de calme et de repos avant ou après l’effervescence du parc Disneyland Paris. Petite dédicace aux personnels de la bagagerie : très gentil et serviable ^^,rien,Janvier 2022,Commentaire envoyé le 3 janvier 2022
228,Angelique,8.0,France,Très bien,"La proximité du parc, l accueil et activités proposées",Chambre un peu éloignée et surtout non propre...,Janvier 2022,Commentaire envoyé le 2 janvier 2022
229,Lna078,9.0,France,Proche du village,Jolie chambre sur le thème Bambi Bel espace de la chambre Agréable piscine Proximité avec le parc Extérieur sympathique pour faire une balade Micro onde disponible très pratique Bar avec vente à emporter,Ménage fait trop vite dans notre chambre.,Décembre 2021,Commentaire envoyé le 30 décembre 2021
230,Sandie,8.0,France,Très bien,"Très bon séjour. Hôtel très calme, cadre exceptionnel. Très bien situé. Bonne literie. Gentillesse du personnel.",,Décembre 2021,Commentaire envoyé le 27 décembre 2021
231,Nathalie,9.0,France,séjour merveilleux,proximité du parc faisant vraiment un séjour inoubliable.,le prix reste très élevé par rapport à la qualité des chambres vieillissantes.,Décembre 2021,Commentaire envoyé le 27 décembre 2021
232,Nathalie,8.0,France,Moyen,"Les parties communes sont agréables spacieuses, coin enfants, le personnel qui est toujours souriant et agréable","Les chambres ont mal vieillies, la literie n'est pas confortable, la télé est minuscule, la salle de bain aurait besoin d'être rénové, pas de mini bar, le chauffage ne fonctionnait pas, pas d'article de toilette",Décembre 2021,Commentaire envoyé le 21 décembre 2021
233,Lavaur,8.0,France,"Bon séjour, même si le rapport qualité / prix reste cher.","Les enfants ont adoré la piscine. Bon accueil global et bonne situation de l'hôtel, tout peut se faire à pied facilement. Propreté impeccable.",Le bruit continu de soufflerie dans la chambre. L'accès à la piscine hyper mal indiqué et expliqué.,Décembre 2021,Commentaire envoyé le 19 décembre 2021
234,Audrey,7.0,France,Voyage Disney,"La propreté, la proximité avec Disney.","Pas de frigo dans la chambre, dommage pour la bouteille de lait de bébé. Et le prix de la chambre excessif par rapport à la prestation.",Décembre 2021,Commentaire envoyé le 19 décembre 2021
235,Philippe,8.0,France,Très bien,le decor le confort,la distance entre la reception et la chambre,Décembre 2021,Commentaire envoyé le 18 décembre 2021
236,Dominique,9.0,France,Fabuleux,L'hôtel est très bien situé. Le personnel attentif,"Logé dans une chambre du golden forest club, la promesse d'équipements proposés n'est pas tenue. Le fait que les chambres ne soient pas disponibles avant 15h est très embêtant, surtout pour les personnes ayant des enfants en bas âge ayant besoin de se reposer",Décembre 2021,Commentaire envoyé le 18 décembre 2021
237,Quiterie,9.0,France,Fabuleux,"le placement de la chambre dans le bâtiment principal, la gentillesse du personnel et le Golden Forest Lounge",l’absence de vue depuis la chambre,Décembre 2021,Commentaire envoyé le 17 décembre 2021
238,Anne,8.0,France,Très bien,Cadre du lounge très agréable .  Personnel de l accueil très gentil ( Kevan )  Literie confortable . Chambre très propre.,"Pavillon loin de l accueil réservé pour une vue lac , avec en réalité une vue sur petit canal Pas d ascenseur pour le 1er étage : dur dur avec les valises",Décembre 2021,Commentaire envoyé le 17 décembre 2021
239,Veronique,9.0,France,"en cette période de noël, tout simplement magique","ayant séjourné en golden Forest club, c'est toujours un plaisir!!! bien que les dernières fois j'y étais coté lac... cette fois-ci de l'autre coté mais c'était quand même parfait, avec une petite attention (lits prêts pour la nuit avec de petits chocolats)","ras,",Décembre 2021,Commentaire envoyé le 17 décembre 2021
240,Andy,9.0,France,Fabuleux,la piscine,chambre un peu vieillotte,Décembre 2021,Commentaire envoyé le 15 décembre 2021
241,Gael,7.0,France,Bien,la chambre est grande. un peut vieillotte mais c’est pas trop dérangeant. la salle de bain est bien. literie confortable mais matelas peut être un peu trop dur.,"le buffet à volonté du restaurant laisse vraiment a désiré. peut de chose sont vraiment bonne, le choix est très limité et le prix excessif pour une qualité pareil. je suis déçu du restaurant.",Décembre 2021,Commentaire envoyé le 15 décembre 2021
242,Nolwenn,7.9,France,Bien,"L’emplacement, le parking gratuit, la piscine et l’heure avant tout le monde au parc Disney",Les chambres sont vieillottes et manquent de prises de courant.,Décembre 2021,Commentaire envoyé le 13 décembre 2021
243,Clementz,9.0,France,Fabuleux,Tous,La fuite dans les toilette sa donne envie de faire pipi,Décembre 2021,Commentaire envoyé le 10 décembre 2021
244,Aurelie,9.0,Belgique,Fabuleux,La décoration de  Noël est sublime  Le personnel est génial  Nous avons très bien dormi,,Décembre 2021,Commentaire envoyé le 10 décembre 2021
245,Justine,8.0,France,Très bien,,pas de prise électrique à coté du lit,Décembre 2021,Commentaire envoyé le 10 décembre 2021
246,Marie,7.0,France,"accueillant , idéal mais chambre à refaire",ambiance dans le hall d’entrée très beau 1 et 2 étages les lieux communs sont chaleureux,"chambre vieillissantes , 1 prise uniquement fonctionnelle, deco datée , clim très brouillante",Décembre 2021,Commentaire envoyé le 10 décembre 2021
247,Henri,8.0,Belgique,Très bien,Parfaite reproduction des lodges dans les parcs de Californie. Superbes détails de l'univers Disney. Accueil toujours aussi aimable depuis près de 30 ans.,Il n'y a rien à reprocher.,Décembre 2021,Commentaire envoyé le 10 décembre 2021
248,Emeline,9.0,France,tous était parfait,tous est parfait,ont nous a indiquer que les chambres devaient être libéré à 11h et sur les coups de 9h30 quelqu’un est rentré dans la chambre  heureusement que nous avons bloquer la porte,Décembre 2021,Commentaire envoyé le 9 décembre 2021
249,Angelique,8.0,France,Très bien,L emplacement et la décoration,La propreté des chambres papiers par terre à l arrivée  Miroir dans la salle de bain moyen .....,Décembre 2021,Commentaire envoyé le 8 décembre 2021
250,Marjorie,9.0,France,.. Hâte de revenir !!!!,"L’hôtel est sublime. Le cadre, le lieu. le petit déjeuner à volonté. Hâte de revenir",Ce n’est pas l’établissement en lui même. C’est l’irrespect des gens. Hurler rire etc tard le soir. J’ai prévenu la réception,Décembre 2021,Commentaire envoyé le 8 décembre 2021
251,Philippe,9.0,France,Fabuleux,Chambre parfaite et petit déjeuner en buffet idem,,Décembre 2021,Commentaire envoyé le 6 décembre 2021
252,Celine,9.0,France,Fabuleux,"l’accueil, la proximité",,Décembre 2021,Commentaire envoyé le 6 décembre 2021
253,Jérémy,7.0,Belgique,Bien,"Le cadre de l'hôtel surtout en période de Noël est magnifique. L'hôtel est bien placé, facile d'accès vers le parc. La formule Golden Forest est très agréable dû au petit-dej, lunch et bar privé","Propreté au niveau de la chambre (papiers sous le lit, les tasses de café utilisées par les précédents visiteurs encore présentes, manque les produits de toilette, tâches sur les serviettes...) Nous contactons la réception une première fois vers 16h sans suite... Une deuxième fois vers 20h et la personne n'arrive que vers 22h30-23h...",Décembre 2021,Commentaire envoyé le 6 décembre 2021
254,Philippe,7.0,France,bien,l'accueil,,Décembre 2021,Commentaire envoyé le 5 décembre 2021
255,Jason,7.0,France,La magie de la famille,La proximité du park et vraiment sympa et la fameuse cheminée boir un verre en famille en fin de journée cest vraiment sympa,Malgré que tout étais bien l'hôtel a vraiment besoin de ce mettre à jour surtout pour les prise électrique,Décembre 2021,Commentaire envoyé le 4 décembre 2021
256,Angelique,8.0,France,très bien,piscine,déjeuner très cher,Décembre 2021,Commentaire envoyé le 4 décembre 2021
257,Marie2191,8.0,France,Très bien,J ai aimé la chambre l accueil et la piscine,Chambre très éloigné de la réception  A mon enregistrement aucun plan de l hotel,Décembre 2021,Commentaire envoyé le 3 décembre 2021
258,Bruno,8.0,France,TRes bien,Très bien sauf que vous nous avez mis au Newport puisque séquoia fermé et donc tout était parfait,,Novembre 2021,Commentaire envoyé le 5 novembre 2021
259,L\'as,8.0,Suisse,Très bien,L exterieur,Pas d ascenseur dans les vieux batiments,Février 2020,Commentaire envoyé le 26 avril 2020
260,Jérémy,8.0,Belgique,Au top!,"L'accueil est top, bonne explication de où se trouve la chambre. Les chambres sont propres et le personnel est toujours disponible pour une question.",Manque d'insonorisation avec les gens qui passent dans le couloir.,Mars 2020,Commentaire envoyé le 14 mars 2020
261,Andrew,6.7,Belgique,Un peu vieillot,Emplacement idéal,Rapport qualité prix très mauvais même en tenant compte des tarifs exorbitants pratiqués par Disney...,Mars 2020,Commentaire envoyé le 14 mars 2020
262,Erik,8.0,Belgique,Très bien,"Hôtel tres agréable et les employés sont très accueillant, la piscine et la chambre sont vraiment très sympa.",Literie qui n'est pas au top,Mars 2020,Commentaire envoyé le 14 mars 2020
263,Thierry,9.0,France,Enchanteur,La literie et le petit déjeuné,La vue sur le lac masquée par les arbres,Mars 2020,Commentaire envoyé le 13 mars 2020
264,Babette,7.0,France,Bien,Grande chambre grand lit service bagagerie boisson offerte par jour avec la carte,"Manque prises électriques des 2 côtés du lit Petit déjeuner, buffet à volonté et bar/snack de l'hôtel hors de prix",Mars 2020,Commentaire envoyé le 13 mars 2020
265,Julien,9.0,France,Fabuleux,Le bar À proximité du parc L ambiance,L'eau de la piscine était un peu froide Booking à oubliez d'envoyer la réservation à l'hôtel donc perdu 1h btemps qui joind le standard de booking,Mars 2020,Commentaire envoyé le 13 mars 2020
266,Étienne,7.0,France,Bien,La machine avec les cafés gratuits Confort des lits Baignoire Emplacement (Disney Village / parcs) Bonne isolation,Manque dans les chambre Ex : shampoing (1 pour 4) Savon tube baignoire cassé,Mars 2020,Commentaire envoyé le 13 mars 2020
267,Juan,8.0,Belgique,magnifique,le choix du petit déjeuner était impressionnant. vraiment génial. la chambre était bien.le prix me semble plus que correct vu l ensemble des services.,,Mars 2020,Commentaire envoyé le 11 mars 2020
