,0,1,2,3,4,5,6,7
361,Geoffrey,9.0,France,Fabuleux,,prix pas demi pension,Février 2022,Commentaire envoyé le 21 février 2022
362,Patrick,10.0,France,C’était vraiment super,,Rien tout est parfait,Février 2022,Commentaire envoyé le 20 février 2022
363,Isabelle,5.0,France,Passable,l’emplacement et la piscine,"le personnel, les chambres, l’isolation phonique, le restaurant très cher",Février 2022,Commentaire envoyé le 20 février 2022
364,Fatima,1.0,France,pas INFORMATION DANS MA RÉSERVATION QUI JAVAIT pas LE DROIT AU PETIT DÉJEUNÉ DÉÇU TRÈS DÉÇU .,pas LE DROIT AU PETIT DÉJEUNER ALORS LE PRIS NÉS PAS DONNÉE,pas LE DROIT AU PETIT DÉJEUNER ALORS LE PRIS NÉS PAS DONNÉE,Février 2022,Commentaire envoyé le 20 février 2022
365,Quentin,9.0,France,Fabuleux,La chambre est spacieuse et confortable Le restaurant de l'hôtel est excellent  Le check in est rapide  Le magic pass est très utile,,Février 2022,Commentaire envoyé le 19 février 2022
366,Aurelia,3.0,France,Disney est féerique mais trop cher par rapport aux prestations.,"Petit déjeuner correct ,du choix et frais.",L hôtel est vieillissant.les chambres était très sales. Je ne recommande pas cet hôtel vu le tarif. Prenez exemple sur Europa Park en Allemagne.,Février 2022,Commentaire envoyé le 18 février 2022
367,Beatrice,10.0,France,Exceptionnel,tout,,Février 2022,Commentaire envoyé le 16 février 2022
368,Flavien,5.0,France,Tarifs abusifs pour la chambre fournie chambre côté lac avec vue sur l’autre aile de l’hôtel,Le service compars,"la vue sur le bâtiment pour une chambre côté lac ,le parking surchargé, la distance avec le parc et le rapport qualité prix",Février 2022,Commentaire envoyé le 15 février 2022
369,Chiriac,9.0,France,se sentir privilégié,l’ambiance,les chambres qui demanderaient un petit rafraîchissement vue le prix,Février 2022,Commentaire envoyé le 13 février 2022
370,Kévin,9.0,Belgique,au top,"le petit-déjeuner, l’insonorisation des chambres, la proximité des parcs Disney, le calme",,Février 2022,Commentaire envoyé le 13 février 2022
371,Marine,9.0,France,Fabuleux,Personnel agréable (hôtel et parc),,Février 2022,Commentaire envoyé le 11 février 2022
372,Lauthe,10.0,France,Exceptionnel,L Ambiance de l hôtel est vraiment génial avec des employés au top !!  La balade au bord du lac pour rentrer le soir ou partir au parc le matin est vraiment très sympa.,,Février 2022,Commentaire envoyé le 10 février 2022
373,Alice,5.0,France,Passable,La décoration de ma chambre. L'ambiance. Le personnel très agréable au petit dejeuner,"Oreillés sales, aucun geste de la part du personnel. Devoir plusieurs fois passer la sécurité et faire la queue avec les nouvelles arrivées.",Février 2022,Commentaire envoyé le 10 février 2022
374,Martine,9.0,France,Fabuleux,Le confort des lits,Rideau au lieu d'une porte pour salle de bain,Février 2022,Commentaire envoyé le 9 février 2022
375,Stephane,1.0,France,Mauvais,L emplacement,Que ma reservation ne soit pas prise en compte dans l hotel et l obligation de redonner une empreinte de carte. Aucune information sur un quelconque prélèvement.  Un personnel complètement dépassé bien que gentil,Février 2022,Commentaire envoyé le 9 février 2022
376,Rachel,9.0,France,Fabuleux,"le décor , l accueil !!",,Février 2022,Commentaire envoyé le 8 février 2022
377,Jennifer,9.0,France,Fabuleux,"La proximité avec le parc, et le lit confortable, le personnel adorable.....",,Février 2022,Commentaire envoyé le 8 février 2022
378,Johanna,10.0,Belgique,Exceptionnel,Tout,,Février 2022,Commentaire envoyé le 7 février 2022
379,Jean,9.0,France,Margelles hotel,L accueil de oceane notre hôtesse et tous les services proposés le relationnel le surclassement donc une vus sur le lac splendide,Justes l orientation pour aller à la chambre un peu compliqué,Février 2022,Commentaire envoyé le 3 février 2022
380,Andréa,9.0,France,Fabuleux,Personnel vraiment à la hauteur des plus grands hôtels. Nous y avons passé Un très agréable moment!,,Janvier 2022,Commentaire envoyé le 30 janvier 2022
381,Stephanie,10.0,France,Exceptionnel,Hôtel agréable et proximité pour aller parc Disneyland,Rien n'a dire,Janvier 2022,Commentaire envoyé le 30 janvier 2022
382,Gary,5.0,France,Nous ne renouvellerons pas l’expérience !,La beauté du hall et l’accueil que nous avons eu.,"La propreté de la chambre laisse à désirer… pour le prix de la nuit, les détails sont très important et ils font la qualité. Chose que nous n’avions pas.",Janvier 2022,Commentaire envoyé le 28 janvier 2022
383,Chehyneze,10.0,France,Magnifique,"Un séjour parfait, le personnel est à l’écoute et très aimable une mention spéciale pour Karima qui nous a accueilli parfaitement.  On a pu voir plusieurs personnages à l’accueil pendant notre séjour pluto, daisy et Mickey pour le plus grand bonheur de mes enfants !!!",Rien,Janvier 2022,Commentaire envoyé le 28 janvier 2022
384,Thomas,10.0,France,parfait,"la proximité du parc, la beauté de l’hôtel",,Janvier 2022,Commentaire envoyé le 25 janvier 2022
385,Vinz97417,5.0,La Réunion,Moyen,"Confort des chambres, salle de bain","Petit déjeuner de faible qualité rapporté au prix, personnel pas toujours avenant, voire aimable",Janvier 2022,Commentaire envoyé le 24 janvier 2022
386,Victoria,5.0,France,Une déception.,"Parties communes agréables bien que moyennement propres (escaliers reliant les restaurants à la réception très sale). Bonne situation, non loin du parc","Personnel globalement pressé et moyennement agréable, chambres vieillottes, lits trop petits, pommeau de douche qui fuit donc pas de pression, machine à café dans la chambre mais pas de capsules, aucune possibilité de s’installer dans l’hôtel pour boire un café même le matin, donc obligées de payer un petit déjeuner à 28e alors qu’on ne mange pas ou très peu. Pour pouvoir boire quelque chose, il faut prendre une chambre « compass club » ! Par contre je cite, « vous pouvez prendre un café aux machines présentes dans les étages »... Dans un hôtel 4* et surtout à ce prix là (434e), ce n’est pas admissible.",Janvier 2022,Commentaire envoyé le 24 janvier 2022
387,Melissa,10.0,France,"Tout était excellent, nous avons passé un magnifique séjour !!!",Parfait,,Janvier 2022,Commentaire envoyé le 20 janvier 2022
388,Haithem,9.0,Tunisie,agréable,l’emplacement le cadre la décoration,rien,Janvier 2022,Commentaire envoyé le 20 janvier 2022
389,Anaïs,9.0,France,Fabuleux,"Chambre très calme et spacieuse, le personnel est très accueillant et serviable. Rien à redire, c'était un séjour vraiment parfait. À refaire !","Rien, tout était top !",Janvier 2022,Commentaire envoyé le 19 janvier 2022
390,Nathalie,10.0,France,Séjour merveilleux et vraiment magique,"La propreté, le calme, le cadre et le Personnel",RAS,Janvier 2022,Commentaire envoyé le 18 janvier 2022
391,Jonathan,3.0,France,Assez médiocre,Disney est toujours un endroit magique,"L'hôtel manque cruellement de rénovations , la peinture, le balcon est vétuste presque dangereux, l'équipement de la salle de bain tombe en morceau. Dommage ...",Janvier 2022,Commentaire envoyé le 16 janvier 2022
392,François,10.0,France,Magique,Petit déjeuner excellent personnel au petit soin literie très confortable,,Janvier 2022,Commentaire envoyé le 13 janvier 2022
393,Morgane,10.0,France,Magique,"Les décorations de Noel  Le personnel très à l'écoute et sympathique  Les attentions personnalisés dans la chambre (le message de Bienvenue à mon nom sur la télévision, la clé de la chambre nominative)","Malheureusement la piscine était fermé pour maintenance le 13 décembre dans l'après midi, nous n'avons pas pu en profiter",Décembre 2021,Commentaire envoyé le 13 janvier 2022
394,Nicolas,4.0,France,"Manque de charme, hôtel surfait, service médiocre",,"C’est l’usine, établissement très impersonnel, et pas chaleureux, service absolument pas digne du prix",Janvier 2022,Commentaire envoyé le 10 janvier 2022
395,Lacroix,10.0,France,magnifique,excellent hôtel !,,Janvier 2022,Commentaire envoyé le 9 janvier 2022
396,Bret,5.0,France,hôtel décevant mes Park agréable.,la décoration les lit,la salle de bain etais pas terrible problème de baignoire.  vue extérieur vraiment catastrophique.  emplacement loin d’être pratique.  aucune borne électrique pour véhicule électrique.  aucun petit gâteaux ou cadeaux.,Janvier 2022,Commentaire envoyé le 8 janvier 2022
397,Marc,1.0,France,Dégouté  d’être honnête et ne pas savoir réagir et analyser cas  par cas  et mettre,"Rien et rien  super dégouté de vos enseignes via booking et je trouve plus qu’on honteux  ayant été plus que confiant en vos partenaire triste réalité plus jamais nous ferons confiances de ce site de …. Pour ne pas être vulgaire déçu déçu après  de nombreuses locations via ce site qui se dit plus avantageux 😡😡😡😡😡je n’aime vraiment agîr de cette façon simplement scandaleusement déçu  en plus nous étions cas contact via contact d’accord on ne le savais pas le 26/12/2021 et m’annulation que nous faisons  en général jusqu’à à la date de notre périple une malheureuse chose qui est arrivée cas contact , avec preuve du test que nous avons faits de notre propre grès et par honnêteté  nous avons envoyé un e-mail et depuis personne ne prend aucune responsabilité avec une impression et de jouer au tennis et le filet est le consommateur  et plus de nous faire passé du temp au sur notre portable en jouant plus d’une demi heure et je suis gentil en faisant croire d’essayer de négocier et mettre la faute à Disney vous notre technico commercial qui super super nul et en a rien faire  pour la fin car je pourrais en écrire un livre de je ne demandais pas un remboursement simplement un geste commercial  ce qui n’est pas le cas j’aimerais mettre cette situations sur tous les réseaux sociaux de toute façon vous allez me dire  en retour  que ça ne vous atteindra aucunement jusqu’à présent j’étais satisfait plus jamais au plus jamais je ne vous ferai confiance triste réalité 😡😡😡😡😡😡",La qualité relationnelle,Janvier 2022,Commentaire envoyé le 7 janvier 2022
398,Arnaud,10.0,France,Superbe,"Le confort du lit, la vue sur le lac, la déco",Le manque de boissons (à part de l'eau plate),Janvier 2022,Commentaire envoyé le 6 janvier 2022
399,Stephanie,10.0,France,rien a dire,tout c'etait parfait,,Novembre 2021,Commentaire envoyé le 6 janvier 2022
400,Florence,4.0,France,Décevant,son emplacement,"très mauvais rapport qualité / prix : chambres vieillissantes, pas de room service, prix des collations exorbitants, pas de places de parking",Décembre 2021,Commentaire envoyé le 31 décembre 2021
401,Ahmed,9.0,France,Fabuleux,en était en famille acceuil de l’hôtel très charmant  bon Controle  je aimerais retourné car c’était formidable,,Décembre 2021,Commentaire envoyé le 30 décembre 2021
402,Marine,10.0,France,1 nuit en suite compass,"Le surclassement en suite de la part de disney, les cast du compass club sont aux petits soins avec les clients, propreté irréprochable.",,Décembre 2021,Commentaire envoyé le 30 décembre 2021
403,Evelyne,10.0,France,2 jours complets de déconnexion,la proximité  l’accueil l’amabilité,un petit rafraîchissement des lieux serait le bienvenu,Décembre 2021,Commentaire envoyé le 27 décembre 2021
404,Valentin,10.0,France,Formidable pour passer quelques jours à Noel à Disneyland.,décoration des espaces communs. personnel à l’écoute.,rapport qualité/prix. Aménagement de la chambre obsolète.,Décembre 2021,Commentaire envoyé le 26 décembre 2021
405,Reda,3.0,France,vraiment pas content pour le prix payer,,manque organisation hôtel trop chère,Décembre 2021,Commentaire envoyé le 26 décembre 2021
406,Alison,5.0,France,Pour le prix je ne le ferait pas une deuxième fois,Je trouve que pour le prix les services sont vraiment moyens Quand on sait que de base c’est neuf cents euros la nuit c’est juste impensable,,Décembre 2021,Commentaire envoyé le 21 décembre 2021
407,Huber,10.0,France,Séjour magique,Nous y sommes allés pour fêter les 10 ans de notre fille.  Personnel très accueillant avec des petites attentions pour notre fille.  Ils prêtent même des brassards pour les enfants à la piscine,,Décembre 2021,Commentaire envoyé le 20 décembre 2021
408,Anaïs,10.0,France,Exceptionnel,Nous avons l'habitude d'y séjourner,,Novembre 2021,Commentaire envoyé le 19 décembre 2021
409,Christelle,10.0,France,sejour excellent vivement le prochain dans le meme hotel,le personnel au top surtout le monsieur de la reception Mr S.Luca qui a ete tres sympathique et souriant. nous etions dans une chambre compass club dans la suite presidentielle elle etait magnifique rien a dire on c'est prise le temps d'une nuit pour des princesses,rien tout ete parfait,Décembre 2021,Commentaire envoyé le 19 décembre 2021
410,Ramdane,10.0,France,Exceptionnel,"Accueil au top, repas super.",Rien,Novembre 2021,Commentaire envoyé le 19 décembre 2021
411,Anthony,9.0,France,Fabuleux,"très bien placé, spacieux, tout est très beau dans l’hôtel, malgré la déco des chambres qui devient vieillissante, magasin et service ouvert sur de très large plage horaire.","un peu cher, notamment le petit déjeuner et la boutique qui pratique des prix exorbitant",Décembre 2021,Commentaire envoyé le 18 décembre 2021
412,Celine,10.0,France,Exceptionnel,"superbe hôtel, les décors sont très beaux, le personnel est très chaleureux, emplacement idéal",,Novembre 2021,Commentaire envoyé le 18 décembre 2021
413,Flora,5.0,France,Passable,La situation de l'hôtel et l hôtel. Buffet parfait,vu le prix de la chambre nous aurions aimé que le ménage soit fait au niveau de la moquette et que des bouchons d'eau minérale (bouteilles non renouvelées)laissés dans des verres utilisés soit au moins jetés voire changés pendant les 3 jours.,Décembre 2021,Commentaire envoyé le 17 décembre 2021
414,Julie,4.0,France,bien mais ne vaut pas le prix d’un palace 5 étoiles parisien,l’emplacement,les équipements dépassés. les soucis de communication avec l’hôtel.,Décembre 2021,Commentaire envoyé le 17 décembre 2021
415,Gwenael,10.0,France,Exceptionnel,Chambre très Confortable et calme. La magie Disney!!!,Les femmes de chambre qui frappe à la porte et entre à 9h du matin alors que l’on doit libérer a 11h…,Décembre 2021,Commentaire envoyé le 17 décembre 2021
416,Marine,10.0,France,Parfait,"Cadre magnifique, chambre digne d’une suite avec literie confortable, très propre, déjeuner exceptionnel, nous avons manger comme des ministres , hôtel très proche de Disney, accessible rapidement aux parcs. Merci pour cette agréable séjour",Rien a reprocher,Décembre 2021,Commentaire envoyé le 16 décembre 2021
417,Aurelie,10.0,France,Exceptionnel,"Un cadre magnifique, le chambre très belle et propre. Avec des enfants possibilités de faire des photos avec Mickey et pluto",L'eau de la piscine un peu froide.,Décembre 2021,Commentaire envoyé le 15 décembre 2021
418,Xx,5.0,France,Passable,le bain,qu’on entends les voisins très fort du dessus et d’à côté  l’indication pour aller vers les chambres  le bruit à la réception que nous avons pas comprit les personnes de l’accueil,Décembre 2021,Commentaire envoyé le 14 décembre 2021
419,Morgane,1.0,France,A fuir,Chambre sale et agresser par un réceptionniste mysogine et réveiller par les femmes de ménage à trois reprise,Absolument tout,Novembre 2021,Commentaire envoyé le 14 décembre 2021
420,Sara,1.0,France,Prestation bien en dessous des attentes et de ce qu'affiche l'hôtel,Chambres spacieuses,"Pas de peignoirs ni de pantoufle dans les chambres contrairement à ce qui était indiqué et 45 minutes d'attentes pour en avoir en chambre, au final la piscine était fermée...  Petit-déjeuner vide pour 30€ par personne c'est honteux, il n'y a rien à manger.",Novembre 2021,Commentaire envoyé le 14 décembre 2021
421,Sandrine,5.0,France,Passable,Le personnel de l'hotel,"Le restaurant ""cap code"" tres cher pour ce qu'il y avait à manger. La chambre correct ,mais pour le prix.......",Décembre 2021,Commentaire envoyé le 14 décembre 2021
422,Joseph,4.0,France,ça ne vaut pas son prix,l accueil rien na dire,le confort nul,Novembre 2021,Commentaire envoyé le 13 décembre 2021
423,Stey,9.0,France,sympathique,personnel accueillant et chambres spacieuses,ras,Décembre 2021,Commentaire envoyé le 12 décembre 2021
424,Harmony,10.0,France,magique,Tout est magique et à la hauteur du parc Disneyland  piscine au top  chambre décorée sur le thème de Noël,zéro,Novembre 2021,Commentaire envoyé le 12 décembre 2021
425,Aurelie,9.0,France,Magique,Très beau. personnel agréable,,Décembre 2021,Commentaire envoyé le 11 décembre 2021
426,Laurie,10.0,France,Exceptionnel,"La propreté des lieux, l’amabilité et l’efficacité du personnel, le repas au cape cod ( bien qu’un peu cher pour ma fille de 6 ans ) , les décorations de noël, les personnages dans le hall le soir.","Nous aurions aimé pouvoir être servi un simple café , jus de fruit en chambre sans être obligé de prendre le petit déjeuner à 38€.",Décembre 2021,Commentaire envoyé le 11 décembre 2021
427,Valentin,9.0,France,superbe séjours on y reviendra,"la piscine , le café offert et tout l’hôtel",,Décembre 2021,Commentaire envoyé le 8 décembre 2021
428,Stephane,1.0,France,Frustrant !,,Personnel Compas excellent pour promettre des services haut de gamme… mais quand on a besoin d’eux…. C’est très compliqué,Décembre 2021,Commentaire envoyé le 4 décembre 2021
429,Margaux,5.0,France,Déception,"Nous avons séjourné 2 nuits. Les décors sont beaux. Nous avons eu un bon accueil. La chambre était propre. Toutefois, nous n’y retournerons pas pour plusieurs raisons. La literie n’est pas bonne, on sent les ressorts de matelas. Nous avons très mal dormi. Chambre mal insonorisée. Pas très d’agréable d’entendre son voisin de chambre uriner ou prendre sa douche tard... Ne vaut pas un 4*, la chambre n’a pas été faite le 2e jour. Pas de remplissage du thé, sucre etc le 2e jour. Comparé au Marvel (que nous avons fait le mois dernier) qui est aussi un 4*, les prestations sont nettement en deçà. Pas de bagagiste sauf pour le Compass club. Super quand on a tour l’équipement pour bébé à monter soit même en x allers/retours. Pas de machine à café dans la chambre. Sèche cheveux d’un temps révolu. Distributeur à café dans les parties communes digne des stations services. Chambres moins spacieuses mais cependant nous les avons trouvées agréables et chaleureuses. Ayant réservé 1 nuit via la centrale disney et 1 nuit via booking,j’avais demandé à ce qu’on ne change pas de chambre.3 interlocuteurs, 3 fois on nous confirme pas de problème le nécessaire sera fait. Mais il faudra quand même repasser à la réception le 2e jour pour confirmer. (Donc ça blablate mais on fait ça ne peut pas faire le nécessaire en avance). Finalement, rien n’avait été fait en réalité. Notre clé a été démagnétisée tôt le matin. Impossible de rentrer à la chambre après avoir été chercher un café!! Il était 9h30. Queue interminable à la réception pour récupérer les nouvelles clés, et on nous dit qu’on devrait changer de chambre. Bref que des couacs… Et cerise sur le gâteau: la piscine hors service!!!! Alors que booking annonçait l’indisponibilité de la piscine du 22 au 26 novembre, elle était en réalité fermée du 29 nov au 2 dec! Aucune communication de Disney à ce sujet, j’avais pourtant eu la centrale au téléphone quelques jours avant!Aucune compensation. Déçus de l’hôtel",,Décembre 2021,Commentaire envoyé le 3 décembre 2021
430,Mandy,10.0,France,Super hotel,Tou lhotel ete super et tre joli ressemble a une hotel americaine,,Décembre 2021,Commentaire envoyé le 3 décembre 2021
431,Demy,4.0,Belgique,Mauvais rapport qualité/prix. Pire que dans le reste du monde Disney,- Une majorité du personnel est sympathique. - La literie est très bonne - La qualité de la nourriture dans les 2 restaurants est bonne. - Le parking est spacieux et proche. - La proximité avec les parcs Disneyland.,"- Une partie du personnel est très désagréable. - Les temps d’attentes aux restaurants, réception, conciergerie et ascenseurs sont longs même en semaine hors congés scolaire.  - Les chambres n’étaient toujours pas prêtes à 19h15 (check in à partir de 15h). - Les couloirs pour accéder aux chambres sont trop peu nettoyés.  - Il y a trop peu de personnel à la réception à certains moments.  - Les boissons sont servies dans des verres de 20cl aux restaurants alors que l’on paye (trop cher) pour des boissons de 33cl. Ceci n’était pas un cas isolé et le personnel est au courant—> c’est donc du vol selon moi et une fraude à la tva.  - Le wifi est médiocre. - Il est impossible de régler correctement la température de la douche. Ceci n’est pas un cas isolé.  - Les chambres sont mal agencées: Prises loin des lits et trop peu de place pour les bagages.  - Incertitude quant à savoir si l’eau en bouteilles dans les chambres est gratuite ou non. - Plats chauds au petit déjeuner sont tièdes.",Décembre 2021,Commentaire envoyé le 2 décembre 2021
432,Gulay,4.0,France,chambres beaucoup trop loin et non communicante alors que c été notre demande,pas trop loin de l entrée du parc et la raconter des personnages.,"réservation au restaurant pour 9 et on a voulu nous séparer. Et puis, elle nous a fait fortement sentir son agacement. désolée d être venus en famille et de vouloir manger en famille surtout pour un buffet à ce prix sans rien d exceptionnel",Novembre 2021,Commentaire envoyé le 2 décembre 2021
433,Nicolas,4.0,France,Décevant,Le personnel dans son ensemble et L'emplacement de l'hôtel. Les selfies avec les mascottes disney,La non information de la fermeture de la piscine pendant notre séjour. Le tarifs des petits déjeuners.,Décembre 2021,Commentaire envoyé le 1 décembre 2021
434,Clarisse,10.0,France,Super séjour je recommande vivement !!!,tout était parfait !!!! rien à redire !,ras,Novembre 2021,Commentaire envoyé le 30 novembre 2021
435,Stephane,3.0,France,Plus jamais pour nous...,La literie,"- Planche de salle de bain cassée.... - Pas de glaçon à l étage...a quoi sert le sceau ? - Piscine notée ouverte alors qu elle etait fermée.....très très déçu.. - 55 minutes pour avoir les clés de chambre .......une file d attente est prévue et des rigolos passent au bout .... personne ne dit rien... 3 ème fois que nous allons chez vous et 2 belles déceptions,  sans tenir vos paroles de geste commercial...c'était la derniere fois pour nous.",Novembre 2021,Commentaire envoyé le 30 novembre 2021
436,Claire,9.0,France,A refaire absolument !!,Le restaurant était délicieux !!,,Novembre 2021,Commentaire envoyé le 29 novembre 2021
437,Alexandre,10.0,France,Génial,Hôtel top Jolie petite vue sur le lac,Matelas un peu dur a mon gout,Novembre 2021,Commentaire envoyé le 28 novembre 2021
438,Géromine,10.0,France,Magique,"La vue sur le lac est magnifique,  la proximité avec disney village Le personnel très gentil","La télé fonctionnait mal (traits noir, pas d'image mais seule le son) Il manquait une brosse pour les toilettes Peut être faudrait-il refaire un coup de peinture dans la salle de bain ?",Novembre 2021,Commentaire envoyé le 28 novembre 2021
439,Narcisse,1.0,France,a fuir.,l emplacement de l hôtel à proximité du parc est idéal,le prix de la chambre et du restaurant est disproportionné par rapport à la qualité proposée : on paye plus les royalties que prestation de qualité. les travaux de rénovation de l hôtel se font en 3x8… notre séjour à été agrémenté de bruit de chantier entre 1h et 2h du mat.,Novembre 2021,Commentaire envoyé le 27 novembre 2021
440,Isabelle,10.0,France,Génialissime pour les parents et les enfants ! Je recommande chaleureusement,"Chambre très agréable, avec vue sur le lac et la piscine de l'hôtel, et joliment décorée avec un sapin de Noël Personnel très accueillant et sympathique  Petit déjeuner exceptionnel et vraiment très bon Bar : ambiance chaleureuse et jolie vue",rien,Novembre 2021,Commentaire envoyé le 26 novembre 2021
441,Jessica,4.0,France,Décevant,"Buffet bien garni, avec du choix pour tous",Mettre du jus d'orange pressé et pas en bouteille,Novembre 2021,Commentaire envoyé le 24 novembre 2021
442,Harmony,5.0,France,je m attendez à un établissement rénové que j ai finalement trouvé viellau,le restaurant buffet très agréable,pas très propre le télécommande de la télé était très sale,Novembre 2021,Commentaire envoyé le 23 novembre 2021
443,Oceane,4.0,France,Mal dormi,Facilité du parking- grandeur de la chambre- bon petit déjeuner et personnel au petit déjeuner et dans le hall sympathique- proximité du parc Disneyland,Mauvais accueil de la Reception et aucune explications de l’hôtel en terminant par « vous verrez bien si demain au petit déjeuner ils ont encore de la place ». Lit de très mauvaise qualité et d’une petite dimension! La propreté de la salle de bain laissait franchement à désirer! Bruits importants dans les couloirs; Du coup une nuit plus que moyenne..,Novembre 2021,Commentaire envoyé le 22 novembre 2021
444,Ilona,9.0,France,Excellent !,L’emplacement de la chambre était parfait !,Le petit-déjeuner pas pris car trop chère,Novembre 2021,Commentaire envoyé le 22 novembre 2021
445,Sophie,9.0,France,Séjour impeccable à recommander,"Cadre magnifique, proche du parc.  Prestations attendues et au niveau d’un 4 étoiles.  Nous avons pris la formule compass qui nous permet de bénéficier d’un goûter (boisson offerte et buffet à volonté et petit-déjeuner à part (salle réservée au compass). Petit-déjeuner avec énormément de choix. Chambre spacieuse et calme.  Personnel très agréable et très disponible  Pas pu utiliser la piscine par manque de temps mais nous y retournerons.  Hôtel à conseiller",Bruit dans les parties communes en raison d’un nombre important de clients et de leurs passages notamment pendant le petit déjeuner,Novembre 2021,Commentaire envoyé le 21 novembre 2021
446,Aidi,10.0,France,Exceptionnel,L hôtel est juste magnifique Il y fait bon vivre et le personnel est super sympa et aux petits soins,La télé trop petite et le sèche cheveux pas top pas assez de table de chevet et de prise,Novembre 2021,Commentaire envoyé le 21 novembre 2021
447,Stephane,3.0,France,Je ne recommande pas,,"Les chambres, l’accueil  Service déplorable  La nourriture une horreur  Ce n’est pas un 4 étoiles  Je déconseille  Et éviter les restaurants",Novembre 2021,Commentaire envoyé le 21 novembre 2021
448,Lapin,10.0,France,Exceptionnel,"Arrivés en retard à l'hôtel et donc pour notre réservation au restaurant, l'hôtesse a fait porter nos bagages dans la chambre et nous a accompagné directement au restaurant. Elle nous avait dit aussi qu'ils nous avaient préparé une petite surprise. En effet, quand nous sommes arrivés dans la chambre, elle s'était transformé en suite ! Merci encore pour cette magnifique surprise !",,Novembre 2021,Commentaire envoyé le 20 novembre 2021
449,Caroline,10.0,France,un séjour féerique dans un hôtel merveilleux,"le buffet du petit déjeuner copieux , large choix , le restaurant aussi , chambre très confortable et surtout le personnel adorable et à l'écoute , très professionnel , c'est la cinquième fois que je viens avec mon fils et on reviendra l'année prochaine !",,Novembre 2021,Commentaire envoyé le 19 novembre 2021
450,Valène,9.0,France,Fabuleux,La literie  les serviettes de bain,Pas très bien insonorisé.,Novembre 2021,Commentaire envoyé le 19 novembre 2021
451,Laurie,9.0,France,la magie Disney au rendez-vous,"hôtel très beau, spacieux et cosy. une équipe agréable toujours prête à nous aider ou répondre à nos interrogations. Restaurant de l’hôtel en buffet à volonté, très fin, et un large choix pour tout.","obliger de repasser par la réception empli de monde le soir pour faire activer notre pass comme clé de chambre alors que l’enregistrement de mon arrivée avait été faite le matin.  les distributeurs de boissons chaudes ne sont pas indiquées dans les étages, c’est embêtant.",Novembre 2021,Commentaire envoyé le 18 novembre 2021
452,Ludivine,9.0,France,Fabuleux,La proximité avec le parc disneyland  La gentillesse du personnel  Le service de bagagerie super pratique,L'insonorisation de la chambre Il n'y a pas de brosse pour les toilettes  La pression du pommeau de douche est trop faible,Novembre 2021,Commentaire envoyé le 17 novembre 2021
453,Serbruyns,1.0,Belgique,Mauvais,La deco,"Personnel désagréable, hôtel tres sale, peu de personnel, trop cher pour la qualité",Novembre 2021,Commentaire envoyé le 17 novembre 2021
454,Emeline,9.0,France,Fabuleux,Tout l'ensemble,Les repas un peu trop cher,Novembre 2021,Commentaire envoyé le 15 novembre 2021
455,Mickael,4.0,France,Déception.,L’emplacement par rapport au parc.,Trop de queue et trop cher pour ce que c’est.,Octobre 2021,Commentaire envoyé le 13 novembre 2021
456,Laila,4.0,Royaume-Uni,Gâché par l’hôtel et son absence de service,Le parc Disney land avec les enfants -,Aucun service dans cet hotel - la chambre n’a pas été faite pendant toute la durée du séjour à cause d’une grève du personnel - pour le prix payé c une honte - nous avons demandé des draps pour les enfants - nous ne les avons jamais reçu. La restauration est hors de prix est quasiment immangeable - une honte - a éviter.,Octobre 2021,Commentaire envoyé le 13 novembre 2021
457,Jonathan,10.0,France,magique et exceptionnel,le personnel très agréable avec le sourire.,tout c’est bien passé.,Novembre 2021,Commentaire envoyé le 11 novembre 2021
458,Bernard,9.0,Belgique,Fabuleux,l’infrastructure et la localisation …,,Novembre 2021,Commentaire envoyé le 10 novembre 2021
459,Emmanuelle,3.0,France,Assez médiocre,déçu,"lits petits, salle de bain moisi, hall d’entrée sale. Chambres loins labyrinthe. Télé petite. Pas café dans les chambres cartes crédité machine dans couloir si je ne demande pas personne nous prévient !",Novembre 2021,Commentaire envoyé le 10 novembre 2021
460,Johan,9.0,France,très bon hôtel,piscine et employe,,Novembre 2021,Commentaire envoyé le 10 novembre 2021
461,Maria,10.0,Suisse,Séjour trop petit,Tout me  plais. Service excellent. Personnel excellent.,J'ai été surprise  qu'il n'y avait pas de sachets de café soluble avec la bouilloire et les sachets de thé,Novembre 2021,Commentaire envoyé le 9 novembre 2021
462,Appere,10.0,France,Ce rêve bleu,"La proximité vis à vis des parcs, l'environnement, la piscine","Chaleur dans la chambre, impossible de régler à moins de 19 degrés.",Novembre 2021,Commentaire envoyé le 9 novembre 2021
463,Michael,3.0,France,ne jamais réservé via Booking!!!,la gentillesse du personnel !!!,la propreté de la salle de bain et les poussières pas faites!!,Novembre 2021,Commentaire envoyé le 7 novembre 2021
464,Valette,9.0,France,Satisfait et facile avec des très jeunes enfants,Taille des chambres bonne literie  Emplacement par rapport au parc Organisation générale  Superbe piscine,Le prix du petit-déjeuner pour des enfants de moins de 5 ans très chers,Novembre 2021,Commentaire envoyé le 7 novembre 2021
465,Ophélie,10.0,France,Vive le compass club,Le compass club,Le sauna et hammam fermé et « jaccuzi » sans bulles,Novembre 2021,Commentaire envoyé le 5 novembre 2021
