,0,1,2,3,4,5,6,7
215,Dos,9.0,France,À refaire !,Bungalow spacieux et agréable. Personnels au top. Accès à la piscine très agréable.,A mon goût l'eau de la piscine à 29degres un peu juste . Et surtout le manque de sèche cheveux.,Novembre 2021,Commentaire envoyé le 11 novembre 2021
216,Aurélie,9.0,Belgique,Fabuleux,"La cabane était propre , prête et les lits faits . C est facile d utilisation et pratique pour une famille d autant qu il y a 2 chambres,  2 salles de bain, 2 toilettes et un coin cuisine ce qui permet d y faire à manger .",,Octobre 2021,Commentaire envoyé le 9 novembre 2021
217,Richard,8.0,France,Bon séjour,Très bon accueil . Ambiance de l'hotel et décor parfait .,Le systeme de recuperation des petit-dejeuners n'est pas très pratique .,Novembre 2021,Commentaire envoyé le 8 novembre 2021
218,Arnaud,8.0,France,Pour une nuit voir 2.,"Nous avons aimé le calme de notre bungalow, le coté rustique, la piscine, le lieux en lui même et surtout l'ambiance de se retrouvé dans un monde a part.","Le manque de prise électrique dans le bungalow, la literie d'une autre époque, pas de sèche cheveux a moins de laissé une cautions a la réception vue le prix de la nuit c'est un peu exagérée. le bungalow nécessiterait rapidement une petite rénovation",Octobre 2021,Commentaire envoyé le 4 novembre 2021
219,Sandrine,9.0,France,"Hôtel agréable, pratique ( cuisine) et bien placé proche de Disneyland.","Bungalow nickel, ça sentait encore le nettoyant !!  personnel ADORABLE à la réception. Accueil plus qu’agréable !!! Et efficace!!!",Le restaurant bondé et bruyant.,Octobre 2021,Commentaire envoyé le 3 novembre 2021
220,Bernard,8.0,France,Trés sympathique. Les enfants ont adoré et les grands parents aussi.,Pas pris de petit déjeuner. Situation parfaite. Bungalow sympa. Piscine super. Repas bon et varié.,"Le lit qui tangue, pieds trop hauts sans doute. Pas de sèche-cheveux dans le bungalow et à la piscine. Pas de torchons, d’éponge et de produit vaisselle et lave-vaisselle. Flaque d’eau devant le réfrigérateur à l’arrivée et problème avec le coffre.",Octobre 2021,Commentaire envoyé le 3 novembre 2021
221,Claudia,9.0,France,Tb,Qualité et quantité Tb mais loin du bungalow,Le personnel parfois non souriant,Novembre 2021,Commentaire envoyé le 2 novembre 2021
222,Nathalie,7.0,France,Bien,Piscine très agréable,"La vaisselle n'était pas propre, nous avons dû la relaver avant utilisation",Octobre 2021,Commentaire envoyé le 1 novembre 2021
223,Lucile,8.0,France,Très bien,"la piscine, la salle de jeux, la déco halloween",le prix du petit dej : trop élevé par rapport au contenu,Octobre 2021,Commentaire envoyé le 1 novembre 2021
224,Remy,7.0,France,Bien,le lit ;),petit-déjeuner insuffisant,Octobre 2021,Commentaire envoyé le 31 octobre 2021
225,Pierre,8.0,France,super sauf le petit déjeuner,le cadre et la gentillesse du personnel,le petit déjeuner,Octobre 2021,Commentaire envoyé le 31 octobre 2021
226,Rose,8.0,France,Très bien,Les bungalows sont propres et spacieux  Les techniciens sont réactifs,La distance éloigné avec l'accueil obligé de prendre la voiture pour avoir accès aux animations,Octobre 2021,Commentaire envoyé le 31 octobre 2021
227,Pascal,7.0,France,"Endroit sympa, expérience très positive, Attention à l'entretien des extérieurs !","La cabane au milieu de la foret, c'est très sympa, grand espace pour une escapade en famille. Très calme, et bien aménagé.","Dommage que le sommier du lit double faisait pas mal de bruit, car le matelas est correct. Les extérieurs des cabanes commencent à bien vieillir (terrasse, escalier, rembarde), un bon coup de neuf ferait du bien.",Octobre 2021,Commentaire envoyé le 30 octobre 2021
228,Fabien,8.0,France,Très bien,L'heure pour récupérer les petits déjeuner était un peu trop tard (7h30) mais heureusement la personne qui s'occupait de les préparer nous l'a donné à 7h15,J'aurais préféré avoir le petit déjeuner encore plus tôt à 6h50 par exemple pour pouvoir être à l'heure au parc,Octobre 2021,Commentaire envoyé le 29 octobre 2021
229,Sandrine,7.0,France,Bien,Le cadre et le personnel agréables,Les rideaux de l entrée ne couvrait pas l ensemble porte et fenêtre la porte d une des salles de bain ne fermer pas les rideaux de la chambre parental sont deparies,Octobre 2021,Commentaire envoyé le 28 octobre 2021
230,François,8.0,France,Très bien,"Accueil et personnel courtois et sympathique,  Bungalow propre et très spacieux, très confortable et très calme. La piscine est grande et géniale,","Pas assez de vaisselle, seulement 4 petites cuillères, pas de mug ou de bols, juste de petites tasses à café, pas de plateau dans le micro-ondes... Bengalow très très loin de la réception et de la piscine",Octobre 2021,Commentaire envoyé le 27 octobre 2021
231,Noé,8.0,Belgique,Magique !,"En voiture, très proche du parc, facile d'accès. C'est chouette de ne pas avoir à faire d'état des lieux car le temps est souvent compté dans ce style de séjour. La remise des clés via la boite au lettre : TOP ! Piscine sympa mais l'eau est froide !",/,Septembre 2021,Commentaire envoyé le 25 octobre 2021
232,Mathilde,8.0,France,Très bon séjour,"Le Personnel est très agréable , le service de secouriste est présent jour et nuit ( on a eu un enfant malade ) le responsable nous a même appeler pour nous demander si nous avions besoin du bungalow plus longtemps super sympa , tranquillité ++ , proche de Disney . Équipements complet c est rare . Rapport qualité prix très bon",,Octobre 2021,Commentaire envoyé le 24 octobre 2021
233,Gael,9.0,France,Bon moment !,Le cadre naturel et la propreté des lieux et du bungalow - La piscine - l'aimabilité du personnel - La proximité du parc,Le manque de navette pour le parc - Mise à disposition de charbon pour le BBQ,Septembre 2021,Commentaire envoyé le 22 octobre 2021
234,Marion,8.0,France,Très bien,"Le personnel très sympathique, un endroit piscine très sympa malgré l absence de bulles dans le jacuzzi faute au covid  Petit déjeuner copieux",Le repas du soir au restaurant un peu cher par rapport à la qualité du repas,Septembre 2021,Commentaire envoyé le 22 octobre 2021
235,Caroline,7.0,Suisse,Bien,"Le cadre, la disponibilité du personnel en cas de question","Les équipements annoncés n’étaient pas présents. (Bouteille d’eau, sèche cheveux, four)  Nous avons demandé pour la bouteille d’eau, elle n’était pas mise à disposition par l’établissement et pour le sèche cheveux il fallait déposer une caution de 50 euros.",Octobre 2021,Commentaire envoyé le 21 octobre 2021
236,Fatmazohra,8.0,France,Convenable,Les chalets sont bien pour une grande famille,,Octobre 2021,Commentaire envoyé le 18 octobre 2021
237,Aurelie,7.0,France,week end à Disneyland,"le calme, l’endroit très joli,le bungalow spacieux…",déçu de ne pas avoir été au courant du toboggan fermé à la piscine pour les enfants…,Octobre 2021,Commentaire envoyé le 17 octobre 2021
238,Coralie,7.0,France,Bien,,Expérience catastrophique au petit déjeuner..  personnel pas aimable et rupture de viennoiseries et de pain à 9h00 .  Devions être livrés 15mn après mais 1 h00 après rien .  J’ai du moi même courir après le livreur !  Nous avons donc loupé l’ouverture du parc. Et donc deux attractions.,Octobre 2021,Commentaire envoyé le 17 octobre 2021
239,Fany,8.0,France,ravie de notre séjour,"L'emplacement par rapport a Disney, l'ambiance de l'hôtel, le charme des bungalows en bois dans la forêt, la propreté, la piscine, le magasin pour se depanner",manque d'ustensiles pour la cuisine du bungalow. Trop peu de couverts.,Octobre 2021,Commentaire envoyé le 13 octobre 2021
240,Caroline,8.0,Belgique,Bonheur !,Accueil hyper chaleureux par le personnel à la réception. Logement très calme. Cadre très dépaysant. Agencement vraiment bien optimisé. Le fait d'avoir 2 salles-de-bain est vraiment très confortable.,"Le lit double était fort court (mon mari mesure 1,90m). Difficile de ventiler correctement sans avoir froid (il y avait de la buée sur les vitres. Il faut dire qu'en automne, les nuits sont vraiment fraîches...",Octobre 2021,Commentaire envoyé le 12 octobre 2021
241,Guillaume,8.0,France,Une agréable pause en pleine forêt.,"La piscine, le bungalow en pleine forêt","Une odeur désagréable dans le bungalow, manque de vaisselle.",Octobre 2021,Commentaire envoyé le 10 octobre 2021
242,Marianne,8.0,France,Heureuse surprise,"Très propre, très bien entretenu, personnel très souriant et acceuillant, décorts au centre du village super 😍",Il manque un séchoir pour mettre les serviettes de piscine à sécher et un sèche cheveux  impossible d'avoir une facture acquitte et service client injoignable et ne réponde pas aux multiples mail,Juillet 2021,Commentaire envoyé le 7 octobre 2021
243,Jessica,9.0,France,Très convenable dans l'ensemble,"Aménagement du bungalow, terrasse et barbecue. Piscine bar et restaurant super.",Trace de sang sur l'interrupteur d'une des salles de bain. Dysfonctionnement du micro onde (la plaque ne tournait pas). Dosettes de café fournies ne correspondaient pas à la machine à café. Canapé et literie très bruyante,Octobre 2021,Commentaire envoyé le 5 octobre 2021
244,Isis,9.0,France,parfait !,"barbecue, piscine, espace, calme, nature ...","odeurs fortes à l'entrée de l'hôtel (le lieu avant l'accès au bar, restaurant, accueil...)",Août 2021,Commentaire envoyé le 3 octobre 2021
245,Chloé,9.0,France,Fabuleux,"Les décors, la piscine et le barbecue du bungalow. C’était dépaysant",Le ménage n’est pas fait de façon minutieuse et la literie n’était pas très confortable. Mais c’était correct en comparaison avec le prix payé,Septembre 2021,Commentaire envoyé le 28 septembre 2021
246,Joelle,9.0,France,Superbe,"La piscine est top, propre, bien surveillée, encore un plus : les flotteurs ou sièges enfant sont à disposition.  Un autre bon point : Les vestiaires sont régulièrement nettoyés. Le petit village est bien conçu.","Le manque de vaisselle dans les bungalows : pas de bol pour le petit déjeuner, pas de couteau à pointe.",Septembre 2021,Commentaire envoyé le 27 septembre 2021
247,Flavien,9.0,France,Logement très calme,"Le calme, les équipements extérieurs (piscine couverte, les divers équipements sportif), le personnel très professionnel.","Aucune navette pour ce rendre au parc Disneyland, le tarif( qui est tout de même excessif pour un mobil home), le petit déjeuner au tarif excessif pour les produits proposé.",Septembre 2021,Commentaire envoyé le 26 septembre 2021
248,Laurence,8.0,France,PARFAIT,"LOGEMENT PISCINE, BOUTIQUE TRES BIEN",TOUT ETAIENT BIEN,Août 2021,Commentaire envoyé le 23 septembre 2021
249,Vanessa,7.0,France,Séjour agréable,"Le cadre, la proximité de disney, l'accueil et le service du personnel et une piscine grandiose Une boutique très bien organisée avec des produits de première nécessité",Poignée des toilettes cassées Manque de pression dans les douches,Septembre 2021,Commentaire envoyé le 22 septembre 2021
250,Djcharlie,8.0,France,Très bien,Le logement dans la nature  A quelque minute de Mickey et ses amies  L accès à la piscine top,Avec le mauvais temps y avais trop de limace devant le logement et pleins de bêtes dans le logement type cygales et araignée Piscine un peux froide comme la douche avant d arriver à la piscine,Septembre 2021,Commentaire envoyé le 19 septembre 2021
251,Benouaret,8.0,France,Très bien,Tout Surtout la piscine,Pas assez d activité pour les enfants et ceux dispo sont un peu chers,Août 2021,Commentaire envoyé le 18 septembre 2021
252,Olivier_de_buc,9.0,France,super plan pour une super journée chez Mickey,"bel emplacement, bungalow bien équipé, grand barbecue, parking pour la voiture , piscine, parking gratuit chez mickey et accès une heure avant dans les parcs","oreiller pas très confortable, pas de kit barbecue avec l'offre",Septembre 2021,Commentaire envoyé le 16 septembre 2021
253,Angélique,8.0,France,Très bien,Un cadre magnifique et idylique. Un personnel au top. Une proximité avec disney et val d'Europe super.,"Le ménage du bungalow laissait un peu à désirer, moutons de poussière sous le chauffe eau, bord de fenêtre. Miettes sur les chaises. Raisins dans le bac du frigo",Septembre 2021,Commentaire envoyé le 14 septembre 2021
254,Estelle,8.0,France,Très bien,La tranquillité.,L’hôtel est impossible à contacter par mail et l’hôtel ne veut pas envoyer d'attestation d'hébergement.,Août 2021,Commentaire envoyé le 13 septembre 2021
255,Marie-jeanne,8.0,France,Très bien,Ambiance avec la piscine pour les enfants,Tarif exorbitant pour une nuit avec dîner environ 450€… et même pas une bouteille d’eau pour la nuit dans le frigo de la chambre.,Septembre 2021,Commentaire envoyé le 12 septembre 2021
256,Guillaume,8.0,France,Très bien,"Le côté familial a 6, l’ambiance, la piscine !",La climatisation qui ne pouvait s’éteindre (pas de liaison avec télécommande),Septembre 2021,Commentaire envoyé le 6 septembre 2021
257,Cécile,7.0,France,Bien,"La piscine, la barbecue, les 2 salles de bain et WC","C'est dommage on était loin de la piscine, du restaurant et du bar, du coup on devait prendre la voiture.",Août 2021,Commentaire envoyé le 4 septembre 2021
258,Cedrine,8.0,France,Très bien,L'emplacement et le personnel toujours très accueillant,La litterie n'est pas assez confortable. Le prix reste très élevé,Août 2021,Commentaire envoyé le 31 août 2021
259,Sandra,9.0,France,Disneyland,Le calme,Rien,Août 2021,Commentaire envoyé le 29 août 2021
260,Serge,7.0,France,Bon séjour.,La piscine est agréable et bien décorée. Mais pas de toboggan le matin dommage. Calme de la forêt. Routes excellentes. Le bungalow est bien aménagé et fonctionnel. La terrasse de bonnes dimensions permet de prendre les repas.,"Trouver le Davy Crocket Ranch en venant de Villeneuve Le Comte est réellement très difficile +++ : la route d'accès indiquée par GPS est fermée par une barrière !! Après avoir beaucoup tourné en tous sens,  un passant nous a finalement guidé vers la direction de l'autoroute de Reims. L'équipement de la cuisine est insuffisant : pas de râpe, de bol, de produits ménagers, d'éponge. La terrasse pourrait être mieux entretenue et balayée. Des planches abimées  et non jointées autour du vide sanitaire",Août 2021,Commentaire envoyé le 25 août 2021
261,Thomas,8.0,France,"Calme, bonne situation géographique, tout équipé","La situation au milieu de la foret, les bungalows en état, propres et assez spacieux. Accès offert au parking du parc + accès en avance au parc, même en réservant via booking","Le prix, qui reste un prix ""Disney"". Le fait de devoir prendre la voiture pour aller au parc (mais accès au parking du park offert)",Août 2021,Commentaire envoyé le 25 août 2021
262,Thomas,8.0,France,Calme et agréable,"La situation au milieu de la foret, les bungalows en état, propres et assez spacieux. Accès offert au parking du parc + accès en avance au parc, même en réservant via booking","Le prix, qui reste un prix ""Disney"".  Le fait de devoir prendre la voiture pour aller au parc (mais accès au parking du park offert)",Juillet 2021,Commentaire envoyé le 25 août 2021
263,Katy,9.0,France,moment de détente au bout de 2 jours de parc,La piscine !,"La déco vieillissante des bungalows.  Salle de bain : joints de douche moisi  , meuble lavabo abîmé ....  dommage il y a quelques années c’était plus chouette !",Août 2021,Commentaire envoyé le 23 août 2021
264,Hilser,7.0,France,Bon rapport qualité/prix,Le côté camping tout en étant dans un hôtel Disney,Le bungalow n'était pas très propre,Juillet 2021,Commentaire envoyé le 22 août 2021
265,Carine,7.0,France,Bien,"La piscine , Cuisine fonctionnelle",Literie pas confortable  Beaucoup de moustique  Bungalow très éloigné de la piscine (le Plus éloigné possible ),Juillet 2021,Commentaire envoyé le 22 août 2021
266,Silvère,8.0,France,"Excellent pour les amateurs de camping, de forêt et de belle piscine à thème","Le bungalow est formidable, spacieux et très fonctionnel même pour les bébés. Présence d'une table de pique nique et d'un barbecue très appréciables.  Piscine grande à l'ambiance géniale. Très bien surveillée. Activités sympathiques. Calme et dépaysant.","Les jetées de lits sur les photos sont absentes, ce qui retire au charme des chambres, soi-disant pour raison sanitaire (ça leur fait surtout gagner de l'argent sur le pressing).",Août 2021,Commentaire envoyé le 9 août 2021
267,Clarisse,8.0,France,Très bien,"Dans l'ensemble très bien , mais la poubelle n'était pas vidé à notre arrivée, et pas de rideau pour le porte d'entrée , et niveau papier toilette un rouleau pour 6 c'est limite On sent bien que les personnes qui réservent via Booking n'ont pas les mêmes intentions !",,Août 2021,Commentaire envoyé le 8 août 2021
268,Gerard,9.0,France,Fabuleux,"Location très propre, confortable.",,Août 2021,Commentaire envoyé le 6 août 2021
269,Steve,8.0,Belgique,Camping en pleine nature à 5 min de Disneyland!,"Le décor cow-boy est sympa, ma fille a adoré la piscine. Nous avons eu un soucis de nuisibles (souris) dans notre chambre, mais on nous a changé la chambre directement, rien à redire, service au top! Facilité d'accès en voiture au parc Disneyland. On reviendra!","Présence de souris dans le logement, mais on nous a changé de logement dès le signalement. Les moustiques forts présents dans les logements du fond. Nous n'avons plus été ennuyés dans la nouvelle habitation plus proche de la réception.",Août 2021,Commentaire envoyé le 4 août 2021
270,Celine,8.0,France,Très bien,Le calme et le dépaysement,Le ménage laissait plus qu à désirer....toilettes sales ...en période covid la vigilance n est pas au top,Juillet 2021,Commentaire envoyé le 1 août 2021
271,Pierre,9.0,Suisse,Fabuleux,"Excellent accueil par le personnel, avec le sourire et super sympa! Le bungalow est au top, un excellent compromis entre camping et hôtel, mais avec le confort en plus ( chambre parents et enfants séparées, deux wc , deux douches, un kitchenette totalement aménagée, place de parc devant le bungalow, (version pour 6 personnes) ).",Les moustiques!!!! Mais cela n'est pas de la faute de l'hôtel ;-),Juillet 2021,Commentaire envoyé le 31 juillet 2021
272,Cindy,7.0,France,Déçue,"La convivialité d’être ensemble, les deux salles de bains","Le lit double qui grinçait au moindre mouvement et bancale en plus, mal dormi et chambres bâclées car même pas les dessus de lit Mickey. Le grille pain qui a fait sauté les plombs",Juillet 2021,Commentaire envoyé le 30 juillet 2021
273,Bérangère,8.0,France,excellente soirée en famille à deux pas de disneyland!,"Nous n'avons pas utilisé la piscine, bar ect donc je ne peux pas donner mon avis la dessus. Les bungalow étaient très bien orientés les un par rapport aux autres donc on n'avait pas de vis à vis. Grande terrasse avec barbecue dont nous avons pu profiter. Le personnel de la réception et de la boutiques étaient très accueillant. Le kit de vaisselle (éponge, pastille lave vaisselle, produit vaisselle...) est gratuit. Le tout à seulement 8minute du parc Disney avec avantages pour le parc (parking gratuit, heure de magie en plus). boite au lettre pour remise des clef le lendemain, aucune perte de temps!",,Juillet 2021,Commentaire envoyé le 29 juillet 2021
274,Annabelle,8.0,France,Très bien,,Manque de vaisselle et de produits ménager,Juillet 2021,Commentaire envoyé le 29 juillet 2021
275,Céline,7.0,France,beaucoup trop cher pour ce que c est,complexe aquatique,le prix exorbitant tout ça car c est disney,Juillet 2021,Commentaire envoyé le 27 juillet 2021
276,Jean,8.0,France,ideal pour disney en famille,l'emplacement au calme et la piscine fabuleuse.,rien,Juillet 2021,Commentaire envoyé le 25 juillet 2021
277,Aurelie,7.0,France,Bien,"Nous avons bien mangé au restaurant mais il est ouvert uniquement le soir, la piscine est agréable. Le logement était très bien.","Propreté du logement moyen, indispensable d avoir une voiture pour se déplacer au sein de la structure. Et attention beaucoup de moustique prévoir un anti moustique pour pouvoir profiter de la terrasse le soir!",Juillet 2021,Commentaire envoyé le 23 juillet 2021
278,Breyer,7.0,Belgique,Bien,Ont connais bien l'endroit  La piscine les chalets c'est génial,"C'était pas nettoyer la vaisselle sale dans le lave vaisselle, four à micro ondes dégoûtant, une douche sans eau et sanitaire très moyen",Juillet 2021,Commentaire envoyé le 21 juillet 2021
279,Lemak,8.0,France,Bel endroit pour passer un moment en famille,Bungalow confortable pour une famille.  Piscine fabuleuse comparé aux autres hôtels Disney. Personnel à l’écoute.  Dépaysement et calme.,"Nous étions venus pour notre anniversaire de mariage ( que j’avais signalé en amont plusieurs jours avant) mais à notre arrivée : Rien du tout dans notre bungalow, aucune attention même pas un petit mot.🙁 Alors quand je l’ai signalé quelqu’un est venu à notre bungalow avec dans sa main deux petites bouteilles d’eau, 3 ballons à gonfler dont 1 crevé et 6 pièces en chocolat ( pour 5) 😒. Mouai",Juillet 2021,Commentaire envoyé le 20 juillet 2021
280,Philippe,7.0,France,Bien,"grand bungalow agréable , la présence de serviette dans la salle de bains","le petit déjeuner n'est pas à la hauteur du site , on pourrait avoir au moins UN VRAI CAFE et des piles qui fonctionnent dans la clim et dans la télécommande TV serait la bienvenue",Juillet 2021,Commentaire envoyé le 20 juillet 2021
281,Emilie,7.0,France,Bien,D avoir un peu de déco (jeté de lit) waldisney. Les petites attention de shampoing Mickey. Cela rappelle le parc.,Mobilier pas entretenu  domage.,Mars 2020,Commentaire envoyé le 6 mai 2020
282,Christine,8.0,France,Très bien,Le bungalow,,Mars 2020,Commentaire envoyé le 11 mars 2020
283,Helene,7.0,France,Bien,"L'établissement est bien géré, les logements sont propres et agréables. Très bon séjour.",Les kitchenettes manquent d'ustensiles et accessoires pour cuisiner. Très rudimentaire.,Mars 2020,Commentaire envoyé le 9 mars 2020
284,Jérôme,9.0,France,Fabuleux,Équipement de la cuisine. Literie.,Équipement de la salle de bain. Porte pomme de douche cassée. Pression d'eau faible.,Mars 2020,Commentaire envoyé le 8 mars 2020
285,Julie,8.8,Canada,Superbe,"L’emplacement, très propre, agréable de se retrouver ensemble dans un bel espace.","Chauffage insuffisant, pas de sèche-cheveux.",Mars 2020,Commentaire envoyé le 8 mars 2020
286,Céline,8.0,France,Beau séjour,"Le bungalow est très bien équipé, propre et confortable avec 2 salles de bain et WC",Le buffet dîner du Davy Crockett Ranch est très basique et cher pour ce qu'il propose.,Mars 2020,Commentaire envoyé le 7 mars 2020
287,Angélina,7.0,France,Bien,La piscine était géniale et le buffet au restaurant très bon,Le lit de notre chambre grincait énormément. C'est très bruyant. Et la literie est très très inconfortable très dur le matelas.,Mars 2020,Commentaire envoyé le 7 mars 2020
288,Aurelie,8.0,France,Ravis de notre sejour,Les 2 chambres avec chacune leur salle de bain.  La cuisine equipée.,Manque d'isolation au niveau des fenetres.,Mars 2020,Commentaire envoyé le 5 mars 2020
289,Aurélie,7.0,France,Bien,"Très bon rapport qualité prix. Et la présence d'une cuisine équipée permet de manger autre chose que la nourriture disney, ce qui permet de faire baisser la facture.",Très peu de prises de courant en état de marche dans le bungalow.,Mars 2020,Commentaire envoyé le 5 mars 2020
290,Alain,9.0,France,Dépaysant 🙂,Le personnel très prévenant agréable et très réactif! Bravo à toute l'équipe!!!,"Nos sanitaires sentaient mauvais, malgré le nettoyage minutieux de l'équipe d'entretien, souci entre les latrtes au sol peut être...",Février 2020,Commentaire envoyé le 1 mars 2020
291,Stephanie,9.0,France,Fabuleux,Tout,Rien du tout,Février 2020,Commentaire envoyé le 1 mars 2020
292,Delphine,8.0,France,A refaire,Le point que j'ai aimé c'est la proximité par rapport au parc. Le bungalow était très propre et assez complet.,"La qualité du matelas de la chambre parentale, il était trop mou car on sentait les ressorts. Il n'y avait pas de séche cheveux comme vous l'aviez indiqué. Et il manquait les draps housses de protection pour le quatrième petit lits.",Février 2020,Commentaire envoyé le 28 février 2020
293,Martine,8.0,Belgique,Très bien,,"Le ranch Davy Crockett n'avait pas reçu de Booking les informations correctes de la composition de la famille, seul le nombre d'adultes est communiqué par Booking, les enfants ne sont pas renseignés. Il manquait de ce fait un lit!  immédiatement",Février 2020,Commentaire envoyé le 26 février 2020
294,Charline,9.0,France,Bon moment passez en famille et entre amis.,Les locaux sont appréciable et le cadre est magnifique. Bon rapport qualité prix,,Février 2020,Commentaire envoyé le 23 février 2020
295,Sylvie,9.0,France,Fabuleux,"Le personnel, les emplacements, la piscine",Il manque un peu d équipement culinaire,Février 2020,Commentaire envoyé le 22 février 2020
296,Audrey,9.0,France,Fabuleux,Les 2 salles de bain et wc ds le même bungalow et la propreté,Rien,Février 2020,Commentaire envoyé le 22 février 2020
297,Cedrine,8.0,France,Personnel accueillant. Le confort des lits est à revoir,L'emplacement pour Disney et le personnel très accueillant,Les lits sont dur et font du bruit,Février 2020,Commentaire envoyé le 21 février 2020
298,Saleau,9.0,France,Fabuleux,,Dommage pas de produits sans gluten,Février 2020,Commentaire envoyé le 21 février 2020
299,Amandine,8.0,France,Très bon séjour adéquat au repos.,Cadre agréable. Service très bien. Téléphone pratique dans le logement. Draps fournis pratique. Dessin animé Disney éducatif très bien pour les enfants dans le téléviseur. Une salle de bains Dans chaque chambre.,Rideaux mal positionnés et mal taillés. Trop petit. Laisse beaucoup le soleil passé. Pas de voler ni rideaux à la cuisine.,Février 2020,Commentaire envoyé le 20 février 2020
300,Frédéric,8.0,France,Très bien,"L accueil chaleureux du personnel, la piscine très propre et agréable.  l'environnement dépaysant",Le bungalow un peu vieillissant .,Février 2020,Commentaire envoyé le 20 février 2020
301,2,8.3,France,Parfait pour un court séjour,"Le fait d’être autonome avec les avantages de l’hôtel, notamment pour le ménage. Lit confortable","Un peu de vaisselle à faire en arrivant. Table un peu petite, pas de bols.",Février 2020,Commentaire envoyé le 18 février 2020
302,Charles-henri,8.0,France,À refaire. Nickel,Tout,Piscine fermée,Janvier 2020,Commentaire envoyé le 18 février 2020
303,Grégoire,8.0,France,Familial,La qualité des Mobil home et de la literie ainsi que la piscine,L'impossibilité d'obtenir une facture lors de mon départ,Février 2020,Commentaire envoyé le 17 février 2020
304,Christelle,8.3,France,Très bien,Les installations,La propreté à la piscine  Le bruit au restaurant,Février 2020,Commentaire envoyé le 16 février 2020
305,Pauline,7.0,France,Bien,Les bungalows la piscine et la proximité du parc Disney,Le prix du restaurant un buffet a volonté hyper cher et pas terrible de plus le fait de payer avant de manger c'est pas terrible,Février 2020,Commentaire envoyé le 16 février 2020
306,Laurent,8.0,France,C’est quand qu’on revient ?,"Lit grand et confortable. Logement spacieux. Serviettes de toilettes et gel douche fournis. Situation géographique, emplacement boisé et stationnement privatif. Piscine et restaurant.","L’absence de rideaux à la petite fenêtre de la cuisine, j’ai dû mettre un drap car à la nuit tombée le manque d’intimité avec les voisins me dérangé. Le chauffage trop élevé la nuit, en fin de journée ça allait mais la nuit ouf 😅  L’absence de sèche cheveux.",Décembre 2019,Commentaire envoyé le 16 février 2020
307,Virginie,8.0,France,Tres bien,Chalet confortable conforme à la description . Accès facile au parc Disneyland,Un petit point d’amélioration un filtre permanent dans la cafetière serait un petit plus,Janvier 2020,Commentaire envoyé le 15 février 2020
308,Talita,9.2,France,Toujours aussi bien,"Le lieu, le côté nature est tout à fait exceptionnel. La proximité avec le parc. La piscine vraiment top!!! Le fait de ne pas se sentir dans un hôtel et d’être totalement autonome dans son bungalow. Le personnel avenant et les petites attentions",Les bungalow standart choisissez plutôt les premium plus grand plus spacieux avec 2 sdb,Février 2020,Commentaire envoyé le 15 février 2020
309,Hatice,8.0,France,À refaire sans hésitation pour la piscine!,J ai aimé la grande piscine et le jaccouzi. La température de l’eau était parfaite. J avais peur d avoir froid! J ai été agréablement surprise! L endroit est vraiment réservé aux familles,Il n y avait rien d autre à faire que la piscine par temps de pluie. Tout était excessivement cher! Je n ai pas trouvé les lits individuels très confortables.,Février 2020,Commentaire envoyé le 14 février 2020
310,Sandrine,7.0,France,Bien,la piscine était exceptionnelle et très propre: super appréciable avec un personnel sympa,"le sol du cottage était très sale, ma fille a eu ses chaussettes toutes noires en moins de 5 minutes. nous n avons pas apprécié la désorganisation : quand nous sommes arrivés on nous a donné les clés d un cottage deja occupé. Deux lattes de notre lit étaient cassées....bref des petits détails qui cumules ternissent l image Disneyland.",Février 2020,Commentaire envoyé le 14 février 2020
311,Laurence,9.0,France,"Mis à part l'inconfort du lit double dans lequel nous n'avons pas pu dormir, c'était très bien.",,Le confort du lit double.,Février 2020,Commentaire envoyé le 11 février 2020
312,Perrine,9.0,France,Fabuleux,"Outre le prix élevé du restaurant, ce qui est servi est très bon! Le personnel est très gentil et la piscine est juste fantastique ! Elle est bien sécurisée car il y a trois postes de maître nageur. Tout est a disposition pour les enfants : ceintures, brassards, frites et planches. Mes enfants (7, 9 et 11ans ) ont adoré le séjour. On reviendra c'est une évidence.","Notre bungalow était assez loin de la piscine mais ce n'est pas très grave. Le prix du panier petit déjeuner est pour moi très excessif (12€ adulte comme enfant) pour ce qu'il y a...  Le prix du restaurant est assez cher aussi... Mais ce n'est pas une obligation de le prendre, nous avons testé. Quand nous reviendrons, nous ne le prendrons pas.",Février 2020,Commentaire envoyé le 10 février 2020
313,Franck,9.0,France,Bon séjour!,Très bon emplacement.,Petit déjeuner très décevant pour le prix. Produits non frais! Peu de lumière le soir pour se repérer. Trop longue attente au restaurant malgré une réservation! Prix du repas excessif (nous ne mangerons plus à ce restaurant).,Février 2020,Commentaire envoyé le 10 février 2020
314,Sandra,9.2,France,Fabuleux,"La configuration du bungalow. Le kit de nettoyage gratuit. La piscine intérieure chauffée tout simplement superbe ! La réactivité du service de l’établissement : le frigo fonctionnait mal, nous avons contacté la réception en soirée et quelques minutes après un technicien est venu voir d’où venait le problème. Le lendemain l’appareil était remplacé.",Le confort très moyen de la literie et le fait que le sommeil soit en métal faisait que le tout le lit grinçait dès que nous nous asseyons dessus. Literie a changé.,Février 2020,Commentaire envoyé le 8 février 2020
315,Marine,7.9,France,Sejour disney,Le cadre,La literie,Février 2020,Commentaire envoyé le 8 février 2020
