,0,1,2,3,4,5,6,7
453,Richard,3.0,France,Rapport qualité/prix insuffisant,Proximité des parcs,"Améliorer généralement la qualité des travaux  et notamment : - Salles de bains :  une VMC dans la salle de bains me parait essentielle, la vasque, la baignoire (ce n'est pas digne d'un hôtel à 240 euros la nuit)",Mars 2022,Commentaire envoyé le 23 mars 2022
454,Johann,10.0,France,Exceptionnel,Tout,Reste cher si séjour prolongé et petit déjeuner trop cher,Mars 2022,Commentaire envoyé le 18 mars 2022
455,Martine,6.0,Belgique,Proche des parcs,"Hôtel bien situé, proche de Disneyland.","Le groupe de jeunes, pourtant calme et respectueux, a été très mal reçu par le cast member à l'entrée de la réception.  Prix trop élevé, mauvais rapport qualité/prix",Mars 2022,Commentaire envoyé le 17 mars 2022
456,Ludovic,10.0,France,Exceptionnel,"Réservation pour une nuit, tout était propre, au calme, je recommande",,Mars 2022,Commentaire envoyé le 14 mars 2022
457,Moena,10.0,France,Exceptionnel,la proximité avec la réception. Chambre spacieuse et à proximité des parcs.,Il ne faisait pas assez chaud dans la chambre malgré une température à 29 degré.,Mars 2022,Commentaire envoyé le 14 mars 2022
458,Aurore,10.0,Belgique,A refaire !😁,"Balade parc-hotel agréable,  thème hors du commun, personnel au top !",,Mars 2022,Commentaire envoyé le 13 mars 2022
459,Lola,5.0,France,Passable mais pas suffisant pour le prix payé,la propreté  le style mais un peu démodé quand même,il manqué des sacs dans les poubelles et il n’y avait pas de brosse pour les WC  l’eau chaude a était très longue à arriver,Mars 2022,Commentaire envoyé le 10 mars 2022
460,Nourry,10.0,France,Exceptionnel,Le tout,,Mars 2022,Commentaire envoyé le 10 mars 2022
461,Pauline,10.0,France,Magnifique,L’hôtel était parfait j’ai jamais vu un buffet aussi beau et copieux en plus que le personnel et génial  J’ai pu faire une photo avec la mascotte de toy story  J’y retournerai sans réfléchir 😊😊,Rien tout était parfait,Mars 2022,Commentaire envoyé le 10 mars 2022
462,Justine,10.0,France,parfait,"comme d’habitude, tout est parfait. excellent rapport qualité prix",,Mars 2022,Commentaire envoyé le 9 mars 2022
463,Meftah,10.0,France,Géniale,Tout,Rien .tout était   super,Février 2022,Commentaire envoyé le 8 mars 2022
464,Cécile,10.0,France,Exceptionnel,Propreté/disponibilité/les mesures sanitaires sont respectées,Rien du tout,Mars 2022,Commentaire envoyé le 8 mars 2022
465,Charlottepstr,10.0,France,Super week-end,L’ambiance et l’accueil! L’hôtel est super beau et super immersif,"rien du tout, très contente de mon séjour",Mars 2022,Commentaire envoyé le 6 mars 2022
466,Valérie,10.0,France,magique,magie,rien,Février 2022,Commentaire envoyé le 6 mars 2022
467,Sandrine,5.0,France,Déçu,La proximité du parc et l’accueil à notre arrivée,La propreté de la chambre notamment la robinetterie de la salle de bain on a changer la réservation pour la position de la chambre pour rien finalement car l’emplacement ne donnais pas vu sur le parking ni  vu sur voiture et du coup on c’est retrouver avec un seul lit au lieu de 2 pour le meme prix acheter donc pas du tout pareil moins intéressant par rapport à notre réservation c’était pas la même chambre et du coup on y a perdu niveau prix,Mars 2022,Commentaire envoyé le 5 mars 2022
468,Audrey,3.0,France,Je n y retournerai pas,Situation,Menage non faut entre 2 nuits Lit non fait À 250 € la nuit c est abusé !!!!!,Février 2022,Commentaire envoyé le 22 février 2022
469,Florence,6.0,France,Pouvait être mieux,le thème western et Toy Story est bien. plutôt agréable,"La baignoire n’était pas pratique, le petit embout était cassé ce qui fait que le jet a tout éclaboussé la salle de bain. Le chauffage fait du bruit la nuit et le rideau laisse passer la lumière le matin",Février 2022,Commentaire envoyé le 21 février 2022
470,Alysson,10.0,Belgique,"Nous sommes des grands fan de Disney, nous n’avons rien à dire de plus !",Tout !,,Février 2022,Commentaire envoyé le 20 février 2022
471,Cé,10.0,Belgique,un merveilleux séjour à Disney pour mon annif,hôtel coup de cœur depuis juillet,/,Février 2022,Commentaire envoyé le 20 février 2022
472,Elena,10.0,France,efficace,"deco, proximité du Parc",pas de possiblilite de se restaurer sur place,Février 2022,Commentaire envoyé le 17 février 2022
473,Aurélie,10.0,France,magique,excellent accueil ! l’ambiance western !!!!! bar et restaurant trop top !!!,"en tant que maman d’un bébé, un micro onde dans la chambre ( on dans le bâtiment : à côté des l’achaine à café peut être …) serait vraiment appréciable ! il faut sortir jusqu’au restaurant pour avoir accès à un micro onde ( seule à ce moment là, il a fallut sortir dans le froid avec mon bébé )",Février 2022,Commentaire envoyé le 12 février 2022
474,Regnier,6.0,France,Un bon emplacement et un petit déjeuner copieux,"La position par rapport au parc avec des navettes régulières, le petit déjeuner",la literie,Février 2022,Commentaire envoyé le 12 février 2022
475,Marine,10.0,France,génial,décoration superbe !,tout était bien,Février 2022,Commentaire envoyé le 12 février 2022
476,Astrid,10.0,France,Très bon séjour,"Personnel très à l écoute , très agréable ! Très bon séjour",Petit déjeuner et buffet du soir un peu cher,Février 2022,Commentaire envoyé le 11 février 2022
477,Camille,10.0,France,Exceptionnel,"Tout... Mise à disposition d'un lit pour bébé dans la chambre à notre arrivée.  Chambre propre, calme, agréable",Petit bémol salle de bain Il y a normalement un gros flacon de gel douche accroché près de la baignoire. Ce dernier était absent. L'emplacement était vide Heureusement nous avions apporté nos propres produits de bain,Février 2022,Commentaire envoyé le 11 février 2022
478,Lorène,10.0,France,un pur bonheur pour des vacances mère fille réussies,"Tout, l’accueil la gentillesse des cast members, le buffet , le petit déjeuner, la chambre , le calme , la propreté , la navette super pratique et rapide pour l’accès aux parcs , le tarif .",,Février 2022,Commentaire envoyé le 10 février 2022
479,Benoit,5.0,France,Trop cher pour la prestation,Le personnel,"130euros la nuit:  Le robinet de la baignoire pas fixé,  Pas de chaise dans la chambre  Pas de bouilloire, avec the, café Climatisation extrêmement bruyante Petit déjeuner en supplément à 21+14=35€ :/ Bref un motel de bord d'autoroute déguisé en cowboy",Février 2022,Commentaire envoyé le 9 février 2022
480,Caro,10.0,France,Exceptionnel,"Le restaurant de cet hôtel est le meilleur de tous les restaurants disney ! La chambre est propre et confortable, les oreillers sont ultra douillés et tout ça dans un décor envoûtant. Rien à dire c'est juste parfait !",Ça aurait été bien qu'il y ai des cotons tiges dans la salle de bain.,Février 2022,Commentaire envoyé le 7 février 2022
481,Marie-adeline,6.0,France,Agréable,,Très peu d’eau chaude,Décembre 2021,Commentaire envoyé le 7 février 2022
482,Stephanie,6.0,France,trop cher pour le service,,au prix que l’on paie une nuit franchement ça ne vaut pas le prix. le buffet du petit déjeuné était ridicule pour 20€/pers et la chambre sommaire pour le prix. nous ne réitérons pas,Février 2022,Commentaire envoyé le 6 février 2022
483,Delphine,10.0,France,génial,tout était parfait,,Février 2022,Commentaire envoyé le 5 février 2022
484,Siany,10.0,France,Exceptionnel,"Tout , j’ai kiffer en mode walkîng dead",Dommage qu’il n’y avait pas de zombie,Février 2022,Commentaire envoyé le 3 février 2022
485,Laurence,1.0,France,Mauvais,,"Nous avons attrappé la covid 19 et malgré des tests envoyés, aucun moyen de se faire rembourser, une honte, à fuir face à autant de mauvaise fois et de mauvaise volonté,",Janvier 2022,Commentaire envoyé le 3 février 2022
486,Fanny,10.0,France,Exceptionnel,J'ai tous aimé,Rien n'a dire,Janvier 2022,Commentaire envoyé le 2 février 2022
487,Maxence,6.0,France,Agréable,"le style est beau, l’ambiance qui règne est plaisante","les lumières sont énervantes car on ne peut pas décider d’allumer ou d’éteindre hormis si on enlève la carte qui met le courant pas de brosse pour les toilettes , pas de frigo dans la chambre les rideaux n’étaient pas entièrement occultants",Janvier 2022,Commentaire envoyé le 31 janvier 2022
488,Delphine,10.0,France,extra et dépaysant,l originalité du décor la gentillesse du personnel la proximité du parc et le fait de bénéficier d une heure avt tout le monde,ras,Janvier 2022,Commentaire envoyé le 30 janvier 2022
489,Stella,5.0,France,Passable,Accueil très sympathique de l'équipe.  Chambre bien située.,Moquette dans notre bloc sale.,Janvier 2022,Commentaire envoyé le 30 janvier 2022
490,Jacques,3.0,France,décevant,,Un énorme problème d'eau chaude ...... et incapable de régler eux memes ce problème  proprété pas très net,Janvier 2022,Commentaire envoyé le 30 janvier 2022
491,Chloe,10.0,France,Sejour au top je recommande vraiment cette hotel,La chambre super et la décoration au top,rien,Janvier 2022,Commentaire envoyé le 27 janvier 2022
492,Noemie,10.0,France,Exceptionnel,Personnel plus que chaleureux Super accueil ma fille de 6 ans à adoré !!!! A refaire !!!,,Janvier 2022,Commentaire envoyé le 22 janvier 2022
493,Véronique,10.0,France,Toujours un plaisir de venir chez vous,Le cadre magnifique et la chambre joliment décorée,,Janvier 2022,Commentaire envoyé le 20 janvier 2022
494,Christelle,3.0,La Réunion,Une chambre bien loin du rêve proposé par le parc Disney,Emplacement top pour se rendre à disneyland.,Bâtiment sale ( couloir ). Cheveux au plafond . Pas de gel douche . Sachet Poubelle plein  oublié ppar le personnel sur le bureau de la chambre.  Agent de sécurité assez agressif . Chambre de qualité médiocre pour le tarif,Janvier 2022,Commentaire envoyé le 20 janvier 2022
495,Lucille,6.0,Belgique,Bof bof,L'emplacement,C est un peu petit pour 4 adultes et nous n'avions pas de rideau de douche ce qui est très problématique,Janvier 2022,Commentaire envoyé le 19 janvier 2022
496,Angélique,1.0,France,insatisfaisant,insatisfaisant. le prix ne reflète pas la qualité que me espère dès équipements et la propreté exigée.,,Décembre 2021,Commentaire envoyé le 18 janvier 2022
497,Sébastien,5.0,Nouvelle-Calédonie,Passable,"L emplacement, les équipements et le personnel super!",Il faisait un froid de canard dans la chambre!!!!!!,Janvier 2022,Commentaire envoyé le 16 janvier 2022
498,Fabienne,10.0,France,Exceptionnel,Hotel magnifique avec un décor époustouflant l interieur de la chambre  était trop bien,,Janvier 2022,Commentaire envoyé le 15 janvier 2022
499,Villoing,10.0,France,Exceptionnel,"L'atmosphère, la décoration cow boy",,Janvier 2022,Commentaire envoyé le 15 janvier 2022
500,Victoria,5.0,France,Passable,"Le contexte, le décor et l'environnement.  Petit-déjeuner",La propreté de la chambre,Janvier 2022,Commentaire envoyé le 14 janvier 2022
501,Léa,10.0,France,magique,"décors, sympathie du personnel",manquerai des panneaux indiquant la reception,Décembre 2021,Commentaire envoyé le 12 janvier 2022
502,Xavier,5.0,Belgique,Moyen,"Le cadre, les décors, le buffet du soir et du petit déjeuner et la gentillesse des cast","J'ai précisé à la réservation que nous avions une petite fille de 3 mois et qu'on avait une poussette.. Malgré tout, on s'est retrouvé au 1er étage sans ascenseur.. On a demandé pour changer de chambre mais ça nous a été refusé..  :-(",Décembre 2021,Commentaire envoyé le 12 janvier 2022
503,Maelle,1.0,France,Ne pas reprendre de réservation chez eux!!!!,proche de Dinseyland,Personnel pas aimable. Touffe de cheveux dans le lit de notre enfant. Sol sale. Evacuation douche fonctionne mal. Pommeau de douche fonctionne mal. Serviette avec tache de pourri et troué... Et j'en passe...,Janvier 2022,Commentaire envoyé le 12 janvier 2022
504,Laetitia,5.0,France,Un peu déçue par la chambre qui n'était pas très propre et peu équipée.,"accueil, emplacement, ambiance","propreté de la chambre, équipements, tarif",Janvier 2022,Commentaire envoyé le 11 janvier 2022
505,Aurore,5.0,France,Cher pour ce que c est. je retournerai plutôt au Newport bay club,l esprit western,"j ai été déçue par l accueil, le réceptionniste a été plutôt désagréable, j ai été étonnée car nous avions été très bien accueillis il y a quelques années au Newport. je n ai pas aimé avoir une chambre qui donne sur la terrasse, avoir une lumière juste devant notre fenêtre. je n ai pas aimé que cette chambre soit située juste à côté de la porte d entrée qui faisait vibrer le mur a chaque entrée et sortie. je n ai pas aimé d être fouillée tous les jours et devoir sortir mon pass sanitaire 15 fois par jour, mais bon ça c est covid et je suppose la conséquence des attentats.  les salariés paraissent beaucoup moins détendus qu il y a quelques années, c est dommage",Décembre 2021,Commentaire envoyé le 11 janvier 2022
506,Nathalie,10.0,Belgique,parfait,tout,rien,Janvier 2022,Commentaire envoyé le 11 janvier 2022
507,Laura,10.0,France,Très bien nous somme ravis,"Lit très confortable, et les repas du soir et petit déjeuner était parfait. Merci beaucoup",Seul bémol certains salariés du restaurant n'étaient pas toujours très aimable... dommage,Janvier 2022,Commentaire envoyé le 10 janvier 2022
508,Alexandre,5.0,France,Bon séjour mais perfectible,,Les temps d’attente interminable pour s’enregistrer et se faire tester. Il faut se refaire valider son pass sanitaire tous les jours et donc refaire la queue…,Janvier 2022,Commentaire envoyé le 10 janvier 2022
509,Jessy,10.0,France,Superbe,Tout est idéal pour un séjour entre amis ou en famille je recommande,Tout était niquel,Décembre 2021,Commentaire envoyé le 9 janvier 2022
510,Jodie,6.0,France,Bien,Localisation  Cadre / décor,Personnel,Janvier 2022,Commentaire envoyé le 7 janvier 2022
511,Marie,10.0,Belgique,Exceptionnel,"Le tout l hôtel, le personnel super sympathique et attentionné",,Janvier 2022,Commentaire envoyé le 7 janvier 2022
512,Alexandra,5.0,France,Plus jamais dans cette hôtel,Que l'hôtel soit près du parc,L'accueil à la réception  L 'absence de personnelles  Aucune information de savoir comment se rendre à sa chambre,Janvier 2022,Commentaire envoyé le 6 janvier 2022
513,Agnes,10.0,Belgique,Exceptionnel,Tout....et le buffet excellent..nous y retournerons !!!,Rien,Janvier 2022,Commentaire envoyé le 6 janvier 2022
514,Stecy,5.0,Belgique,Passable,Le thème,"La tenture était casser donc pas possible de la fermer complètement , j'ai trouver deux bouteilles vide dans le tiroir à mon arrivée  Et j'ai du appeler la réception pour avoir des essuie car il n'en avais que 1 alors qu'on était 4",Janvier 2022,Commentaire envoyé le 5 janvier 2022
515,Alexandre,6.0,Belgique,On paie la souris et le cadre,"La décoration, le cadre, le lieu, le petite déjeuner et le personnel bien aimable",Chambre très mal insonorisée on entend les voisins de chaque côté que ce soit à droite gauche en haut ou encore le couloir. Le matelas est bon mais le lit grince ainsi que le fauteuil. C’est dommage pour le prix de ce petit 3 étoiles.,Janvier 2022,Commentaire envoyé le 5 janvier 2022
516,Sébastien,5.0,France,Bof,Pas grand chose,Chambre pas top le lit qui craque dans tous les sens les toilettes pas nettoyer avec les excréments dedan donc vive l'accueil trop bruyant on entend tous à côté pas top,Janvier 2022,Commentaire envoyé le 3 janvier 2022
517,Didier,6.0,Belgique,Agréable,heure d’arrivée et de départ correct . distance à pied hôtel parc correct,confort . système de chauffage air co très bruyant  lit d’appoint pour deuxième et et troisième adulte peu confortable. douche pas pratique jets pas correct . une prise ne fonctionne pas . parking en nombre de place insuffisant les voitures se garent partout pelouse allée route.,Janvier 2022,Commentaire envoyé le 2 janvier 2022
518,Veronique,6.0,France,"Le parc magnifique, l'hôtel pratique mais ne nous a pas fait rêver comme nous l'avions imaginé","le personnel était très accueillant, le restaurant bon et copieux, les navettes à disposition très bien","La chambre qualité prix à revoir, pas assez de produit pour la toilette les serviettes étaient très rêches, peu d'animation pour les enfants et l'ensemble vieux et peu accueillant",Décembre 2021,Commentaire envoyé le 2 janvier 2022
519,Jean,10.0,France,Exceptionnel,"l’endroit, la magie, les décors",peu d’informations tout de même dans l’enceinte de l’hôtel,Décembre 2021,Commentaire envoyé le 2 janvier 2022
520,Marion,5.0,France,La galère à 2 heures du matin,"- Literie confortable  - L'ambiance far west/cow boy  - Starbucks dans l'hôtel : gros plus pour un café à emporter avant une journée sur le parc :) - Boutique dans l'hôtel qui vend des pansements - et ça, après une journée active de marche dans le parc c'est juste TOP  - Navette qui fait l'aller retour jusqu'aux parcs Disney","- Chambre qui manque complètement d'insonorisation : on entend TOUT de ce qui se passe dans la chambre d'à côté. Pour le prix de 400 euros la nuit ce n'est pas concevable.  - La clé de la chambre ne fonctionnait pas en rentrant le soir : après une journée dans le parc et notre chambre située dans un bâtiment à l'autre bout de l'hôtel, l'aller retour jusqu'à la réception à 2 heures du matin pour demander à ce qu'on active notre clé n'était absolument pas normal. Un petit sourire à la réception avec un petit ""nous sommes désolés"" aurait été appréciable.",Janvier 2022,Commentaire envoyé le 2 janvier 2022
521,Emilie,6.0,France,Agréable,"Le thème de l'hôtel est vraiment appliqué partout ce qui rend le dépaysement total, l'emplacement est idéal, le personnel très agréable",La chambre un peu petite pour 4 personnes et les rideaux ne se fermaient pas correctement donc nous n'avons pas pu profiter du noir complet pour pouvoir nous reposer plus longtemps. J'avoue m'être attendu à des chambres plus haute gamme pour le prix,Janvier 2022,Commentaire envoyé le 1 janvier 2022
522,Fabienne,6.0,La Réunion,Agréable,Le decor,- Le manque de place de parking. - nombrexde draps et de couvertures /couettes inférieur au nombre de voyageurs,Décembre 2021,Commentaire envoyé le 1 janvier 2022
523,Dorothee,6.0,France,Agréable,La gentillesse et disponibilité des personnes travaillant sur place. La proximité du parc.,Le bruit. Réveillé à 3 reprise dans la nuit par des passants un peu bruyant. Fenêtre laissait passé l'air. Il faisait froid dans la chambre.,Décembre 2021,Commentaire envoyé le 30 décembre 2021
524,Julien,10.0,France,Exceptionnel,parfait,,Décembre 2021,Commentaire envoyé le 17 décembre 2021
525,Sebastien,3.0,France,Grosse déception,La situation de l'hôtel par rapport au parc Disney,La qualité de la chambre. Les rideaux trop petit pour la fenêtre. Le lit faisait du bruit. L'isolation car on entend tout! Chambre à côté et le couloir. Pas de bouteille d'eau dans la chambre et vu le prix c'est honteux (ni bouilloire ni cafetière) Vraiment déçu d'avoir payé ce prix car en voyant hotel disney on s'attend à autre chose.,Décembre 2021,Commentaire envoyé le 16 décembre 2021
526,Paola,5.0,France,Organisation Manque pour le check in,La proximité à la gare et au parc des attractions,Le check in..la plupart des chambres sont réservés à l'avant ...il manque organisation à l'accueil car on a perdu 2 heures seulement pour faire le check in pour après avoir la chambre..place à 10 minutes de  la réception ...en plus pas de control de pass sanitaire,Décembre 2021,Commentaire envoyé le 14 décembre 2021
527,Vannina,2.0,France,je n’y retournerai pas,,"personnel antipathique, carte magnétique qui ne fonctionnait pas, pas d’eau chaude pour se laver le matin.",Décembre 2021,Commentaire envoyé le 14 décembre 2021
528,Bruno,5.0,France,Passable,l’ambiance disney,la literie,Décembre 2021,Commentaire envoyé le 13 décembre 2021
529,Christy,6.0,France,Agréable,La literie trop dure,,Décembre 2021,Commentaire envoyé le 13 décembre 2021
530,Benjamin,6.0,France,Au prix des chambres j’espère qu’au moins les salariés sont bien payés,La proximité,Établissement vieillissant de plus en plus de rentabilité et de moins en moins de magie,Décembre 2021,Commentaire envoyé le 7 décembre 2021
531,Laura,2.0,France,Très déçue qualité chambre par rapport au prix,Extrêmement cher pour une chambre dont les draps et tissus dessus lit sont sales et non changes entre les clients. Cheveux et saletés encore présentes dans le lit et le canapé lit confort très médiocre pour une chambre à 300 euros la nuit,Sale. Pas de confort. Bas de gamme,Décembre 2021,Commentaire envoyé le 4 décembre 2021
532,Arnaud,5.0,France,passable,l’emplacement,la baignoire étais casser et l’hôtel aurai besoin de rafraîchissement,Décembre 2021,Commentaire envoyé le 4 décembre 2021
533,Audrey,10.0,France,Au top !,"Nous avons apprécié la proximité de l’hôtel avec le parc Disney et ses navettes gratuites, mais aussi et c’est bien là l’essentiel, la gentillesse et le professionnalisme du personnel !  Merci à l’ensemble de l’équipe !",,Décembre 2021,Commentaire envoyé le 4 décembre 2021
534,Audric,5.0,France,"700e pour 4 nuits hors petit déjeuner, et billets excessif !",La déco intérieure,"Robinet qui fuit, abense de volet mais uniquement rideau à moitié occultant, chauffage bruyant",Décembre 2021,Commentaire envoyé le 4 décembre 2021
535,Cindy,10.0,France,"c’était super, agréable et confortable","le décor, le confort, la continuité de l’esprit disney",mal isolé phonétiquement on entend les voisins :),Décembre 2021,Commentaire envoyé le 3 décembre 2021
536,Damien,5.0,France,Passable,,"La propreté de la chambre est à revoir. Très poussiéreuse. Travaillant dans l'hôtellerie je doute fortement que l'aspirateur est passé dans toute la chambre.  De plus, la réception est très mal indiqué.  Tâches noires sur les joints de silicone sans la salle de bain",Décembre 2021,Commentaire envoyé le 3 décembre 2021
537,Karine,5.0,France,Passable,,La personne à la réception qui fait la sécurité est fort Désagréable avec les clients. J ai trouvé les installations vieillotte. Très peu d eau chaude.,Décembre 2021,Commentaire envoyé le 2 décembre 2021
538,Vincent,6.0,France,un séjour agréable !,la proximité du parc et l’accueil chaleureux des employés.  la thématique réussie et sympathique !  la présence d’un Starbucks sur L’hôtel !,"le système de ventilation très bruyant et impossible à régler. il fallait donc choisir entre le froid ou le bruit.   présence d’une fuite dans la salle de bain ce qui avait pour effet de tremper le sol lors d’une douche ou d’un bain.  l’isolation de la chambre est moyenne. Avec des voisins respectueux c’est parfait mais quand ce n’est pas le cas c’est compliqué.  enfin, la propreté n’était pas irréprochable et nous avons retrouvé pas mal de boule de poussière malgré le passage du service de ménage.",Décembre 2021,Commentaire envoyé le 1 décembre 2021
539,Aurélia,10.0,Belgique,Exceptionnel,Proximité du parc Décor Déjeuner Propreté,Rien,Novembre 2021,Commentaire envoyé le 1 décembre 2021
540,Dimitri,5.0,France,chère pour la qualité des prestations,le restaurant mes chère pour se que c’est,le rapport qualité prix la décoration le bruit du chauffage le lit gigogne pour le prix pourrait faire mieu etc….,Novembre 2021,Commentaire envoyé le 28 novembre 2021
541,Gregory,3.0,France,Vraiment déçu,Le cadre,"Enregistrement expéditif par une jeune espagnole alors qu'il n'y avait personne a l'accueil . Chambre mal nettoyé ,cheveux dans la baignoire  le plan du lavabo mal nettoyé, Pas d'ascenseur. Peu pratique avec poussette et bagages, aucune chaîne de la télé ne fonctionnait, pas d'eau froide dans la chambre, le robinet d'eau froide était coupé au niveau du placard technique dans le couloir.  Bâtiment Geronimo. Beaucoup de problème pour une chambre qui peut monter facilement monter à 180e la nuit.",Novembre 2021,Commentaire envoyé le 27 novembre 2021
542,Marc,4.0,France,séjour professionnel avec hébergement correct mais rafraichit dans de l’eau froide pour sa toilette,propreté  professionnalisme du personnel organisation disney,salle de bains ne proposant qu’a de rares moments de l’eau chaude c’est insupportable de prendre une douche avec de l’eau fraiche dans un établissement pareil,Novembre 2021,Commentaire envoyé le 27 novembre 2021
543,Marine,6.0,Suisse,Agréable,proximité avec le parc,"manque de personnel à l’accueil, attente de plus de 30 min pour avoir la carte de la chambre",Novembre 2021,Commentaire envoyé le 27 novembre 2021
544,Arnaud,5.0,France,naz,rien,l eau froide,Novembre 2021,Commentaire envoyé le 26 novembre 2021
545,Marine,4.0,France,Beaucoup trop cher par rapport qualité/ prix,La décoration des lieux est vraiment réussie.,"chambre font vraiment bas de gamme, équipement bas de gamme pour le prix. 330€/ chambre pour le peu de confort, la qualité médiocre des équipements.",Octobre 2021,Commentaire envoyé le 26 novembre 2021
546,Nicolas,10.0,France,nous reviendrons c’est certain !,"c’est une véritable ville à ciel ouvert, nous avons pris le temps de visiter chaque cm2 si j’ose dire .. c’est génial !",le seul point négatif et la télévision qui a fait des siennes mais nous ne venons à pas Disney pour regarder la Tv,Novembre 2021,Commentaire envoyé le 22 novembre 2021
547,Michèle,6.0,France,Agréable,Emplacement pas trop mal par rapport au bâtiment principal.  Petit déjeuner en sus mais bien,"Nous avions réservé pour 4, nous avons eu une chambre avec un lit double et un canapé lit qu'il a fallu installer nous même.  Est-ce parce que nous étions des clients booking et non Disney ?",Novembre 2021,Commentaire envoyé le 21 novembre 2021
548,Celine,10.0,France,super séjour,le petit déjeuner,la distance entre la chambre et la réception,Novembre 2021,Commentaire envoyé le 21 novembre 2021
549,Chantal,10.0,France,le rêve.,"Un enchantement, un vrai conte de fée. Le plus c'était la possibilité avec le badge de ma chambre un crédit pour rendre des cafés, l'idée est super.","Un peu cher quand même que ce soit la chambre, boissons ou l'alimentation. Le ton de certains clients quand ils s'adressaient au personnel.",Novembre 2021,Commentaire envoyé le 20 novembre 2021
550,Cé,10.0,France,Hôtel cheyenne,"Proximité des parcs, jolie chambre literie confortable",Il manquait une bouilloire dans la chambre,Novembre 2021,Commentaire envoyé le 18 novembre 2021
551,Moriaucourt,10.0,France,Au top à refaire très vite !,"Très bon séjour au Cheyenne  Hôtel magnifique , idéale pour les fan de Toy Story !  Starbucks, boutique, restaurants au sein de l’établissent  Le saloon était très accueillant ;) Proche du parc nous avons tout fait à pied mais navette gratuite disponible !","Chambre très bien, seul hic la couette un peu petite nous nous sommes un peu battu dans la nuit ;)",Novembre 2021,Commentaire envoyé le 18 novembre 2021
552,Joseph,3.0,France,Disney sera toujours Disney...,position géographique,"taille et confort literie, des serviettes de bain.  Le rapport qualité prix est loin d'être satisfaisant... Disney oblige sans doute possible...",Novembre 2021,Commentaire envoyé le 18 novembre 2021
553,Pauline,4.0,France,hotel nul,,"3/4 h de queue pour le restaurant de l hotel et vous dire vous n avez pas réservé , désolé pas de place . Avec un enfant de 7 ans ! son rêve d être ds l hotel des cowboys de euro Disney! nous avons ete au bar manger une pizza infecte",Novembre 2021,Commentaire envoyé le 17 novembre 2021
554,Lorimier,5.0,France,Disney Cheyenne,Le personnel très sympathique et l'emplacement proche de Disney Village. Literie très confortable.,"Hôtel qui commence à devenir vieillot, old school. Le ménage avait été fait mais retrouvé des cheveux dans le lit (qui n'étaient bien évidemment pas à nous). Telecommande TV avec des touches collantes. Et salle de bain dans son jus également. Parties communes un peu vétustes, avec chariot de linge en plein dans l'entrée..  Le rapport qualité prix n'est vraiment pas terrible (quasi 200 euros la chambre), on sent qu'on paie l'emplacement plus que le confort et le ""haut de gamme"".",Novembre 2021,Commentaire envoyé le 17 novembre 2021
555,Emmanuelle,10.0,Belgique,un merveilleux moment de rêve et de magie,"la gentillesse du personnel à mon égard, le fait que mon handicap ne soit pas un frein. la thématique western et Toy Story",le fait de devoir sortir du bâtiment pour atteindre la réception,Novembre 2021,Commentaire envoyé le 14 novembre 2021
556,Fanny,10.0,France,Super weekend,"Emplacement,cadre et dejeuner au top","Prix du déjeuner, inclure dans le prix",Novembre 2021,Commentaire envoyé le 14 novembre 2021
557,Vaillant,10.0,France,Exceptionnel,Première fois que nous venions dans cette hôtel et nous reviendrons!! C'était vraiment superbe et top!,,Novembre 2021,Commentaire envoyé le 11 novembre 2021
558,Poulin,6.0,France,Agréable,Emplacement idéal et personnel très bien,Tarif excessif 1 serviette des clients précédents oubliée dans la baignoire  Réservation pour 4 et seulement 3 lits de prêts,Novembre 2021,Commentaire envoyé le 6 novembre 2021
559,Corentin,10.0,France,Un beau séjour,"Un personnel très accueillant, une ambiance chaleureuse dans un décors féerique, nous sommes ravis !",,Novembre 2021,Commentaire envoyé le 4 novembre 2021
560,Ionah,5.0,France,Passable,Le personnel est très accueillant. Situation idéale pour profiter des parcs Disney.,"Extrêmement cher pour la qualité de l'hôtel : lits doubles très étroits, chambre pour 4 assez petite, savon vide dans la salle de bain.",Octobre 2021,Commentaire envoyé le 3 novembre 2021
561,Thierry,6.0,France,Agréable,"Style extérieur western, chambres Toy Story : bonne ambiance ! Très bonne insonorisation vis à vis de l'extérieur, alors que nous étions devant l'arrêt de la navette. Lits confortables. Accueil sympa.","La VMC de la chambre 1869 devait avoir un pb (capot ouvert, retenu par 2 fils), et même éteinte, faisant bcp de bruit. Dommage, ça a gâché la nuit. Vu le prix, j'aurais dû contacter la réception. A la fin de notre séjour, nous avons refait une autre nuit, 3 jours après, qui s'est bcp mieux passée (autre chambre, pas de pb de VMC).",Octobre 2021,Commentaire envoyé le 1 novembre 2021
562,Charline,10.0,France,super,"ambiance, personnel, propreté",,Octobre 2021,Commentaire envoyé le 1 novembre 2021
563,Emilie,6.0,Belgique,Agréable,"le style,..","il faisait un froid de canard dans la chambre, pas de chauffage non plus dans la salle de bain. Mes filles et moi étions frigorifiée..",Octobre 2021,Commentaire envoyé le 28 octobre 2021
564,Amelie,10.0,France,J'y retournerai,Le prix de dernière minute très excessif Baignoire pas très grande,La propreté La décoration Toy Story L'ambiance,Octobre 2021,Commentaire envoyé le 28 octobre 2021
565,Vincent,5.0,France,Hôtel moyen,le décor et la proximité du parc,"la chambre , la salle de bain et l’odeur",Octobre 2021,Commentaire envoyé le 27 octobre 2021
