,0,1,2,3,4,5,6,7
210,Jean-christophe,7.0,France,Bien,,Douche en mauvais etat,Décembre 2021,Commentaire envoyé le 19 janvier 2022
211,Thomas,7.0,Belgique,"La magie de Disney est toujours présente, malheureusement elle aura lieu moins souvent vu les prix..","décoration, sympathie du personnel, chambre moderne et spacieuse, chambre bien insonorisée malgré le monde","propreté de la chambre pas au top, le niveau qualité / prix (c’est les prix Disney vous me direz , mais je trouve que ça commence vraiment à être abusé..)",Janvier 2022,Commentaire envoyé le 17 janvier 2022
212,Huguette,9.0,France,Week-end féerique,"L activités proposées pour les enfants par l hôtel prendre des photos,les personnel juste au top souriant accueillant",Pas beaucoup de personnages marvel pour les photos avec les enfants c est dommage,Janvier 2022,Commentaire envoyé le 16 janvier 2022
213,Sylvie,9.0,Belgique,Magnifique !,"la proximité du parc,la propreté,le design,la chambre. C était parfait ! le personnel aux petits soins . Et aussi,l isolation des chambres est impeccable,pas de bruits des voisins ni du couloir.","le prix des boissons au bar.  C est assez élevé par rapport à ce que l on a dans le verre. Et petit bémol aussi au petit déjeuner,pas de baguettes. Dommage,pour un hôtel français.",Janvier 2022,Commentaire envoyé le 16 janvier 2022
214,Gonzalez,9.0,France,Fabuleux,"Hôtel magnifique qui ravira les fans Marvel. Des détails sont cachés un peu partout. L'hôtel en lui-même est un musée consacré aux super-héros Marvel avec plus de 350 œuvres exposées un peu partout. La chambre était moderne et spacieuse, le personnel était tout simplement adorable et parfait. Toujours le sourire, prêt à discuter, aimable et patient, ils ont clairement contribué à la magie du séjour.","La chambre était mal isolée, j'entendais mes voisins de chambre parler comme si ils étaient avec moi.",Janvier 2022,Commentaire envoyé le 16 janvier 2022
215,Cindysherifa,10.0,Belgique,Beau sejour,Petite attention pour l anniversaire de ma fille petite carte signee par le personnel,Un.peu cher,Janvier 2022,Commentaire envoyé le 16 janvier 2022
216,Jerome,9.0,Belgique,"séjour agréable, confortable et accueillant","la propreté, l’amabilité du personnel. le lieu magique  la beauté de l’hôtel. les équipements dans la chambre",le prix 🥴,Janvier 2022,Commentaire envoyé le 15 janvier 2022
217,Julie,10.0,France,séjour parfait ! je reviendrais vite,le décor est somptueux,,Janvier 2022,Commentaire envoyé le 14 janvier 2022
218,Pascale,9.0,Belgique,un merveilleux moment en famille,tout,rien!!,Décembre 2021,Commentaire envoyé le 12 janvier 2022
219,Francois,9.0,Belgique,super les enfants ont adoré et les grands aussi,"la piscine, la station héros, les cafés dans la chambres, le bar, le personnel très gentil",les prix des repas et boissons sont excessifs,Janvier 2022,Commentaire envoyé le 11 janvier 2022
220,Samuel,10.0,Belgique,"Séjour magnifique, à refaire.","Superbe hôtel magnifiquement rénové, tout est impéccable que ce soit le service comme le personnel. Le cadre et les décorations sont ce à quoi l'ont s'attendait. Les chambres sont très propres et très belles, le bar impeccable avec coktails et le restaurant ""Manathan"" sert une cuisine très bonne et en quantité suffisante. Séjour magnifique.","Le seul petit bémol serait peut-être le prix de la nuit, même si l'hôtel est magnifique et d'un très bon standing, pour ceux qui ont un pass annuel comme nous, il est nécessaire de passer par Booking afin de pouvoir profiter de cette magie.",Janvier 2022,Commentaire envoyé le 11 janvier 2022
221,Mike,8.0,France,bien,le modernisme,chambre brouillante toute la soirée ainsi qu’une bonne partie de la nuit,Janvier 2022,Commentaire envoyé le 10 janvier 2022
222,Audrey,9.0,France,magique,"son odeur , les animations , le décor , la piscine ,",,Décembre 2021,Commentaire envoyé le 9 janvier 2022
223,Pierre-henri,8.0,France,super séjour,chambre  situation géographique facilities,rien,Janvier 2022,Commentaire envoyé le 9 janvier 2022
224,Chloe,7.0,France,belle hôtel mais excessivement cher pour la prestation .,"le bâtiment en lui mêle et sa décoration très jolie .  la piscine est chaude , et la salle de sport plutôt bien équipée . la décoration de la chambre est jolie et de belle surface . petit déjeuner super","dans la chambre 1 des 2 bouteilles d eau fournie était entamée .. il y a de nombreuses taches sur le sol de la chambre (1124 )  pas de brosse dans les wc  il y a 2 lits dans la chambre 2 personnes mais taille 140x200 , c est tttttout petit on a passé une nuit biz serré lol  28€ le petit déjeuner , c est très cher .",Janvier 2022,Commentaire envoyé le 9 janvier 2022
225,Stef2909,10.0,Belgique,Exceptionnel,"L'ambiance, la déco moderne, la chambre spacieuse",/,Janvier 2022,Commentaire envoyé le 8 janvier 2022
226,Paul,8.0,France,Très bien,Proche du parc neuf  propre,Organisation du bracelet pour le pass mauvaise,Décembre 2021,Commentaire envoyé le 7 janvier 2022
227,Adrien,9.0,France,Séjour très agréable aux portes du Parc Disneyland,"Séjour Fabuleux ! Très bel établissement, avec du personnel aimable et accueillant. Les chambres sont calmes et propres. Les lits doublent mériteraient d'être un peu plus grand.",Les tarifs de restauration sont trop élevés dans l'établissement.,Janvier 2022,Commentaire envoyé le 7 janvier 2022
228,Zarb,10.0,France,Exceptionnel,Le personnel est d'une gentillesse incroyable.  Hôtel très agréable.,Je trouve moyen le fait que l'on nous dise le parc est ouvert à partir de 8h30 le matin  Alors que nous pouvons faire aucune attractions.  Et nous puissions pas nous connecter directement au dessins animés à la télévision .,Janvier 2022,Commentaire envoyé le 7 janvier 2022
229,Marcia,10.0,Belgique,Exceptionnel,"J'ai adoré l'hôtel tout nouveau, tous les arts de Marvel,  les cast members, personnel, son très sympathique et efficaces,  les petit déjeuner, le souper, a 8 min a pied du parc la propreté, séjour inoubliable, c'est domage que c'est fini, c'était un rêve pour ma fille de 14 et on est pas déçu",,Janvier 2022,Commentaire envoyé le 6 janvier 2022
230,Aurore,8.0,Belgique,Très bien,Le theme,Les prix,Janvier 2022,Commentaire envoyé le 5 janvier 2022
231,Laire,8.0,France,Très bien,,"Il Manquait dans une chambre un set de toilette et un savon . Très déçue on était plusieurs a aller à la piscine et le distributeurs de maillots en panne aucun moyen de l ouvrir,nous n avons pas pu profiter pour le prix je trouve ça dommage.",Janvier 2022,Commentaire envoyé le 3 janvier 2022
232,Ahmed,9.0,France,Sans regret,,La nourriture,Janvier 2022,Commentaire envoyé le 2 janvier 2022
233,Terry,8.0,France,Très bien,"L'hôtel près du Parc, les décors, la gentillesse du personnel, le parking accessible.","Le prix du repas, trop excessif pour un buffet.  La boutique Marvel, trop petite, très peu de choix d'achats",Décembre 2021,Commentaire envoyé le 2 janvier 2022
234,Marine,7.0,France,Merci Giovanni,"accueil parfait, une arrivée plus que compliqué mais un certain Monsieur « Giovanni» responsable relation client il me semble a su faire le nécessaire pour répondre à notre besoin et notre demande merci à lui car sans quoi nous serions repartis","chambre de petite taille pas comme sur le site internet, pas de possibilité d’ouvrir les fenêtres …  lavabo bouché…",Janvier 2022,Commentaire envoyé le 1 janvier 2022
235,Laurence,8.0,Belgique,Très chouette et agréable,"Univer, qualité de la literie, chambre bien insonorisées, personnel très sympa",Soucis activations clé chambre quand elles ne le sont pas toutes en même temps.,Décembre 2021,Commentaire envoyé le 31 décembre 2021
236,Pascale,8.0,France,Très bien,"Je trouve que l’accueil à la réception est à revoir, pas de sourire par contre au restaurant ils sont très souriant la chambre est superbe je reviendrai",,Décembre 2021,Commentaire envoyé le 31 décembre 2021
237,Pierre,9.0,France,Fabuleux,La disponibilité et la sympathie du personnel,Salle de bain pas hyper propre et quelques finitions à revoir. Salon empire lounge pas terrible niveau déco.,Décembre 2021,Commentaire envoyé le 30 décembre 2021
238,Muriel,10.0,France,Exceptionnel,La chambre vue sur la rue de Disney village et le lac incroyable,,Décembre 2021,Commentaire envoyé le 28 décembre 2021
239,Patrick,9.0,France,Un rêve,"La machine à café , c'était une belle attention, la politesse du personnel, et la taille de la chambre.",,Décembre 2021,Commentaire envoyé le 28 décembre 2021
240,Sandra,10.0,Israël,Exceptionnel,L’hôtel est féerique dans la continuité du parc Disney d’autant plus dans cette période de fêtes.,,Décembre 2021,Commentaire envoyé le 28 décembre 2021
241,Malika,10.0,France,Exceptionnel,"L'hôtel est très classe, très agréable,  de très belles représentations des héros Marvel. Nous étions littéralement plongé dans l'univers Marvel. Le personnel est très accueillant. Tout était parfait.",Rien,Décembre 2021,Commentaire envoyé le 27 décembre 2021
242,Christopher,7.0,France,"Fan de comics vous allez vous regaler, préparer vous cependant à payer","L’hôtel est magnifique. En tant que fan de comics, c’était incroyable de voir les détails apportés. Le tout est moderne, chic et donne l’impression d’être transporté totalement ailleurs. Le personnel très accueillant et chaleureux était toujours présent si nous en avions besoin.","Nous y sommes allés pour le réveillon de Noël et donc le matin du 25/12. Il n’y a malheureusement eu aucune magie de Noël. La décoration était très minimaliste : même les chansons de l’hôtel étaient les classiques. Je pense aux enfants qui étaient présents, je ne sais pas si l’hôtel les a fait rêver. En ce qui concerne les prix, évidemment nous savions qu’à Disney tout était plus cher, mais nous avons tout dé même était surpris. 80€ le repas de Noël au Downtown restaurant, pour un buffet à volonté où il n’y avait strictement rien de plus dans le thème de Noël c’est assez cher. 28€ par personne pour un petit déjeuner bon mais au final assez classique, c’est également cher. Heureusement que Disney accueille majoritairement des étrangers qui sont plus à même de ne pas faire attention à tout cela, c’est vraiment dommage. En résumé, nous pourrons potentiellement revenir dans cet hôtel, en basse saison, certainement pas pour les fêtes de fin d’année.",Décembre 2021,Commentaire envoyé le 26 décembre 2021
243,Ced29,9.0,France,Fabuleux,Décoration + confort,Tarif des chambres... Sans petit-déjeuner à régler en supplément... A 28 € par personne !!,Décembre 2021,Commentaire envoyé le 25 décembre 2021
244,Henri,8.0,France,bon emplacement petits budgets s’abstenir,l’emplacement,le niveau de l’ambiance Marvel,Octobre 2021,Commentaire envoyé le 24 décembre 2021
245,Francois,10.0,France,week-end en famille,l’hôtel est très beau,,Décembre 2021,Commentaire envoyé le 23 décembre 2021
246,Michael,8.0,France,Marvellement bien,Le décor et l’esprit Marvel,Prix élevé. L’accès à Disney+ devrait être inclus pour ceux qui ne possède pas de compte afin de découvrir l’ensemble du service de streaming.,Décembre 2021,Commentaire envoyé le 19 décembre 2021
247,Michael,8.0,France,Chouette mais onéreux,Le décor et les repas,Prix élevé,Décembre 2021,Commentaire envoyé le 19 décembre 2021
248,Claudine,9.0,France,tout était parfait,"Gentillesse et disponibilté du personnel,le confort des chambres et le design  de l'hotel fabuleux !!! Nous étions en chambre supérieur le prix est justifié ,le petit déjeuner au petit restaurant avec son centre en arrondie un bon rapport qualité prix  Nous y reviendrons avec plaisir en pensant à prendre nos maillot de bain",tout fut apprécié rien à dire de négatif,Décembre 2021,Commentaire envoyé le 16 décembre 2021
249,Nicolas,10.0,Belgique,Exceptionnel,L hôtel est juste magnifique. Se promener et decouvrir les œuvres est un véritable plaisir,La propreté dans les couloirs est a revoir,Décembre 2021,Commentaire envoyé le 16 décembre 2021
250,Metais,10.0,France,excellent,tout,rien,Décembre 2021,Commentaire envoyé le 15 décembre 2021
251,Estelle,10.0,France,incroyable,incroyable,rien tout était parfait,Décembre 2021,Commentaire envoyé le 15 décembre 2021
252,Philippe,10.0,France,tres tres bien,rien a dire tout etait parfait,,Novembre 2021,Commentaire envoyé le 15 décembre 2021
253,Elsa,9.0,France,Inoubliable,C’était parfait je le conseil,,Novembre 2021,Commentaire envoyé le 12 décembre 2021
254,Christelle,10.0,France,Disney magique,la proximité et la gentillesse du personnel et le confort des chambres,la vérification constante du pass sanitaire,Décembre 2021,Commentaire envoyé le 12 décembre 2021
255,Nathalie,8.0,France,Très bien,"Le magasin La piscine,",,Décembre 2021,Commentaire envoyé le 12 décembre 2021
256,Mélanie,10.0,France,Exceptionnel,La décoration Le thème de l'hôtel La propreté La gentillesse du personnel Tout ce qui est proposé pour les enfants,La vue de ma chambre n'était pas extra,Décembre 2021,Commentaire envoyé le 11 décembre 2021
257,Yvan,7.0,France,sympa mais trop trop cher,les décors et le confort de la chambre,"très mauvaise gestion des flux (filtrage, covid), demandez moi j ai plein de solution 🤷‍♂️ trop d employés qui ne font rien  la zone de Fitness Marvel fermée à cause du gel alors Qu il ne fait pas très froid elle sera fermée 6 mois dans l année en France ! inacceptable pour le prix de la chambre",Décembre 2021,Commentaire envoyé le 11 décembre 2021
258,Christelle,9.0,Italie,excellent sejour ! magnifique hôtel !,le petit dejeuner excellent !!! on aurait envie d y passer la matinée.. l écran tv dans la chambre et la décoration énorme !!  un superbe hotel !,notre produit douche de salle de bain était vide..  et dommage que l on est pas vu un personnage de marvel à l hotel .,Décembre 2021,Commentaire envoyé le 10 décembre 2021
259,Frédéric,10.0,France,Exceptionnel,Très bel établissement. De très bons équipements. TV miroir. Spacieuse.,,Décembre 2021,Commentaire envoyé le 10 décembre 2021
260,Sandrine,9.0,France,top,tout,,Novembre 2021,Commentaire envoyé le 7 décembre 2021
261,Isabelle,9.0,Belgique,juste magique…,la décoration et le petit déjeuner,,Décembre 2021,Commentaire envoyé le 6 décembre 2021
262,Sébastien,10.0,Belgique,J'aime plus que 3x1000,L'hôtel est magnifique . On se retrouve très vite dans l'univers MARVEL. Le personnel est à l'écoute et présent. Le petit déjeuner est juste exceptionnel. Il y en a pour tous les gouts. Le bar de l'hôtel est juste hallucinant.,,Décembre 2021,Commentaire envoyé le 6 décembre 2021
263,Dominique,10.0,France,"Nous avons passé les 2 journées aux parcs Disney, du coup nous avons peu profité de l'hôtel","Tout était parfait !  Le décor, le personnel et ses attentions... Nous avons passé un séjour exceptionnel.  Merci à tous","Ne pas avoir plus profité de l'hôtel et de toutes ses prestations (cours de dessin, salle de sport, piscine...)",Décembre 2021,Commentaire envoyé le 5 décembre 2021
264,Elodie,8.0,France,Une super proximité,Le décors de l 'hotel et des chambres Design vraiment réussi des chambres,Pas de peignoirs en chambre plus d une demie heure d attente pour avoir les peignoirs après appel  Restauration pas attrayante... Pas vu le thème ds les restaurants... Jacuzzi de la piscine hors service...,Décembre 2021,Commentaire envoyé le 5 décembre 2021
265,Celine,10.0,France,séjour de rêve à faire et à refaire,"la thématisation est faite de façon très classe , l’accueil est chaleureux, l’emplacement est idéal pour se rendre à Disney à pied",les salles de restaurant sont bruyantes et un peu petites au vue de la taille de l’hôtel,Décembre 2021,Commentaire envoyé le 5 décembre 2021
266,Francis,10.0,Belgique,la magie de Disney est permanente,décor et décoration de Noël,robinetterie baignoire difficile à tourner avec les mains humides. manque un bon mitigeur.,Décembre 2021,Commentaire envoyé le 5 décembre 2021
267,Laure,10.0,France,Beau souvenir,"Très joli, beau design, accueil agréable. Je recommande","L'attente pour passer la sécurité pour accéder à Disney village, plus de 40 minutes le matin",Décembre 2021,Commentaire envoyé le 3 décembre 2021
268,Gael,10.0,France,Une parenthèse enchantée.,"La chambre spacieuse, les équipements haut de gamme, la propreté des lieux, le design et le haut standing de l'hôtel. Nous espérons que si nous revenons l'année prochaine tout sera toujours parfait.",,Décembre 2021,Commentaire envoyé le 3 décembre 2021
269,Ndejonge,9.0,Belgique,Séjour anniversaire,"C'était vraiment génial...super expérience. Tout était parfait. Beaucoup d'extra : petit déjeuner,  en cas de 16 à 18h, boissons à volonté jusque 22h,...","A améliorer : la taille des peignoirs, prévoir du XL. Des cabines famille à la piscine. Pourquoi fermer Jacuzzi,  hammam et sauna à cause du COVID ? Prévoir de l'espace pour déposer ses affaires personnelles dans la salle de bain. Prévoir de l'espace dans la chambre pour poser ses valises ou pour ranger ses vêtements. C'est des suggestions. Chambre superbe",Décembre 2021,Commentaire envoyé le 2 décembre 2021
270,Maxime,7.0,France,bon séjour a part la mauvaise nuit qui nous aurait permis d’être moins fatiguė,bel hôtel bon emplacement par rapport au parc,nous avions la chambre 2234 et hier soir toute la soirée jusqu’à minuit et ce matin de bonne heure il y’avait les bruits incésents des chaises qui traîner sur le sol impossible de dormir correctement c’est vraiment dommage car le reste c’était bien,Décembre 2021,Commentaire envoyé le 1 décembre 2021
271,Tara,10.0,France,Exceptionnel,J’ai tout aimé,Rien,Novembre 2021,Commentaire envoyé le 1 décembre 2021
272,Aurelie,8.0,Belgique,Très bien,Les cast étaient géniaux. Le petit déjeuner excellent. Situation génial,Le ménage dans la chambre n etait pas au top niveau poussière...,Novembre 2021,Commentaire envoyé le 1 décembre 2021
273,Titziana,8.0,Belgique,séjour parfait en famille,super séjour dans cet hôtel fraîchement rénové ! nos enfants se sont éclatés !!,rien,Novembre 2021,Commentaire envoyé le 1 décembre 2021
274,Bibi,9.0,France,On a passé un très bon séjour super sympa,Super bien placé pour visiter le parc Disneyland,,Novembre 2021,Commentaire envoyé le 30 novembre 2021
275,Marie,10.0,France,un rêve pour notre fils,l'esprit marvel,le prix qui reste deraisonné,Novembre 2021,Commentaire envoyé le 29 novembre 2021
276,Mélanie,10.0,France,Exceptionnel,L´hôtel est juste ouf. Avec les décorations marvel,,Novembre 2021,Commentaire envoyé le 29 novembre 2021
277,Jennifer,10.0,France,Absolument fantastique !!,Hôtel absolument magnifique !!! Personnel plus que sympa  Décoration fantastique,,Novembre 2021,Commentaire envoyé le 29 novembre 2021
278,Danielle,8.0,Belgique,chouette séjour en famille,emplacement pour vivre Eurodisney,le prix ! tout y est cher : chambre bar resto,Novembre 2021,Commentaire envoyé le 25 novembre 2021
279,Syltec,8.0,France,Un peu déçu pour le prix,Les chambres sont très belle,La poussière sur l'écran de télé...,Octobre 2021,Commentaire envoyé le 25 novembre 2021
280,Alexia,10.0,France,Trop de monde dans le parc mais super hôtel  j y reviendrai,Très bien tout ce qu il faut. Personnel très agréable.,Rien,Novembre 2021,Commentaire envoyé le 25 novembre 2021
281,Sebastien,10.0,France,Au top,"Séjour très agréable, l hôtel est magnifique,  le personnel est poli et souriant,  la chambre spacieuse et propre, la literie est au top. Très bon petit déjeuner où le personnel est très agréable et serviable, beaucoup de choix de qualité.",,Novembre 2021,Commentaire envoyé le 25 novembre 2021
282,Yvan,10.0,Suisse,Infirmerie,Le personnel très aimable,Il manque un service d'infirmerie dans l'hôtel pour les enfants (bobologie) on a dû nous rendre dans le parc où on  été très très bien reçu.,Novembre 2021,Commentaire envoyé le 23 novembre 2021
283,Andrew,8.0,France,Très bien,Proche de l'entrée de Disney,"C'est chere, mais on s'y attend avec les prix Disney.",Septembre 2021,Commentaire envoyé le 23 novembre 2021
284,Nathalie,9.0,Belgique,Fabuleux,L hôtel est magnifique et à côté  du parc Disney. Top. La décoration est très belle pour tous les fans de Marvel. Personnel super disponible et agréable,",Le prix...    Deux lits 140 cm dans notre chambre, pas de place pour deux lits plus grands, dommage.",Novembre 2021,Commentaire envoyé le 19 novembre 2021
285,Christophe,10.0,Belgique,magnifique séjour à refaire,très accueillant  très propre chambre bien arrangée,,Novembre 2021,Commentaire envoyé le 18 novembre 2021
286,Lucie,9.0,France,Super,"Chambre tout confort, proximité du parc, restaurant super !",La piscine manque d'un toboggan,Octobre 2021,Commentaire envoyé le 18 novembre 2021
287,Eric,9.0,France,Parfait sauf l'entrée au parc,"L'emplacement. L'accueil et la rapidité du ""check-in"" La possibilité de laisser ses bagages le matin d'arrivée jusqu'au soir du départ. La rapidité au petit déj. La piscine.","A l'arrivée, je n'avais pas le pass pour les moments de magie en plus. Malgré ma réservation montrée, à l'entrée du parc, l'agent a été arrogant, moqueur et méprisant. Me demandant même, si j'avais été déjà dans un hôtel de ma vie avec ironie.",Novembre 2021,Commentaire envoyé le 17 novembre 2021
288,Mike,10.0,France,court mais incroyable,la décoration magnifique. la gentillesse de certains cast members. la modernité des chambres,,Novembre 2021,Commentaire envoyé le 16 novembre 2021
289,Isabelle,8.0,France,Très bien,l'hôtel magnifique 🥰🥰 la chambre  très jolie la literie  en largeur pas assez  nous étions 3 dans une chambre  et dans  l'autre  4 personnes et en bouteille  d'eau et café  il n'y en avait pas  pour tous vu le prix des  2 nuits...☹   les décors dans les chambres  tous pareils ce n'est  diversifié,la piscine l'eau  pas propre  Le sèche cheveux  ne fonctionnait pas mais le personnel me l'a changé,Novembre 2021,Commentaire envoyé le 15 novembre 2021
290,Lucie,9.0,France,Fabuleux,"Service impeccable, le personnel au top!",Le bruit de la ventilation,Novembre 2021,Commentaire envoyé le 14 novembre 2021
291,Walyd,10.0,France,Un grand pouvoir implique de grande responsabilité,"vraiment tout , lit , salle de bain , décoration, petit-déjeuner",,Novembre 2021,Commentaire envoyé le 14 novembre 2021
292,Mes,10.0,France,Un super séjour en famille !,"Nous sommes ravis ! L'hôtel est magnifique, la décoration est splendide, le dîner est excellent, la proximité avec les parcs est très agréable, les services de l'hôtel et de Disneyland Paris sont très appréciables. Un Grand Bravo à tous les employés, dont ceux qui sont également dans l'ombre et qui ne sont pas souvent remerciés. Merci et Bravo à tous ! Nous reviendrons avec plaisir.",,Novembre 2021,Commentaire envoyé le 13 novembre 2021
293,Suzan,10.0,France,Juste un mot suffit: MAGIQUE,"l’accueil, la taille des chambre et du lit, la télé incroyable",la propreté dans la chambre ( il y avait des bout de papier toilette dans la salle de bain) et notre sèche cheveux ne marchait pas,Novembre 2021,Commentaire envoyé le 12 novembre 2021
294,Mroumbaba,8.0,France,Je recommande cette,L hôtel était Magnifique chaque pièce avait un thème de marvel le personnel était parfait toujours a nos écoute il répondent à tous nos question plusieurs services sont à notre disposition un magnifique hôtel je le recommande une piscine magnifique les animations au top,Le siphon du lavabo et baignoire etais un peu l isolation de la chambre haletante n etais pas top,Novembre 2021,Commentaire envoyé le 12 novembre 2021
295,Jessica,9.0,France,Fabuleux,,Le restaurant Downtown manque un peu plus de choix et un peu plus de saveurs.,Novembre 2021,Commentaire envoyé le 8 novembre 2021
296,Armand,10.0,France,Exceptionnel,nouvelle déco et personnel au top,,Novembre 2021,Commentaire envoyé le 5 novembre 2021
297,Cecile,9.0,France,Fabuleux,"La situation géographique, le confort et décoration de la chambre",Le tarif du restaurant Manhattan est excessif même si le repas était bon. Menu pas forcement adapté pour les petits,Novembre 2021,Commentaire envoyé le 3 novembre 2021
298,Patrizia,9.0,Suisse,Fabuleux,L'emplacement est idéal et l'hôtel est très beau. Le personnel de la boutique est très serviable. Et le personnel très accueillant.,Qu'il n'y est pas le petit-dejeuner compris au minimum dans le prix qui est très élevé.  Et que la chambre avec vue sur jardin donnait directement sur un arbre ce qui nous a empêché de profiter de la vue.,Octobre 2021,Commentaire envoyé le 2 novembre 2021
299,Mehdi,9.0,France,Magique,Magique,Rien,Novembre 2021,Commentaire envoyé le 1 novembre 2021
300,Renaud,9.0,France,Très bon séjour,"La décoration,le restaurant,la proximité avec le bar,grande chambre",Obliger de réserver le bar et restaurant,Octobre 2021,Commentaire envoyé le 28 octobre 2021
301,Boyer,10.0,,Majestueux endroit.,Belle chambre. Déco magique.  Bel hôtel.  Très beau.,Tout bien.  Superbe,Octobre 2021,Commentaire envoyé le 25 octobre 2021
302,Flopar70,7.0,Suisse,Bien,"L'emplacement, la chambre, la déco de l'hôtel.","Les prix des 2 restaurants totalement prohibits (37 eur le menu enfant !!!! de qui se moque-t-on ?).  Hôtel trop cher pour ce que c'est, mais bon certains sont prêts à se saigner pour la magie Disney.",Octobre 2021,Commentaire envoyé le 20 octobre 2021
303,Combes,8.0,France,Très bel hôtel,"Cadre classe et moderne, chambre grande, confortable, calme et avec tous les équipements nécessaires. Les bars et restaurants de l'hôtel sont onéreux mais qualitatifs, la piscine spacieuse, boutique sympathique et personnel comme toujours à Disney très agréable. Enfin, la position de l'hôtel, à 2 pas des parcs, est idéale!","Les mesures sanitaires limitent certaines prestations : le petit-déjeuner à volonté n'est pas en buffet, le sauna et le jaccuzi de la piscine n'étaient pas accessibles... Le prix lui n'est pas réduit pour autant!",Octobre 2021,Commentaire envoyé le 17 octobre 2021
304,Sandie,9.0,France,Féerique,"Literie très confortable, super télé, chambre et salle de bain très propre Personnel accueillant et serviable  Déco génialissime surtout pour les enfants","Petit déjeuner excessivement cher pour ce que c'est, personnel qui sert les boissons pas très agréable Le restaurant également pas terrible tout comme son prix C'est vraiment le gros bémol de l'hôtel",Octobre 2021,Commentaire envoyé le 14 octobre 2021
305,Aurélie,10.0,France,magique,tout était parfait apres je touve le prix assez cher quand meme,tout,Juillet 2021,Commentaire envoyé le 12 octobre 2021
306,Aurore,9.0,France,Mon rêve,Le bar génial👍,L'accueil sécurité très froid et agressif,Octobre 2021,Commentaire envoyé le 12 octobre 2021
307,Chemin,10.0,France,Exceptionnel,"L'hotel est magnifique. En vrai fan de Marvel, la chambre, les restaurants, le petit déjeuner, les décors, l'ambiance... tout était parfait !",Rien,Septembre 2021,Commentaire envoyé le 12 octobre 2021
308,Raphaël,9.0,France,Hotel conseillé fortement,"La propreté, l'hôtel est superbe, les employés sont tous au top, bravo.","Pas de brosse pour les toilettes dans la chambre. Magasins autour de l'hôtel avant de rentrer dans le Park ouvert seulement à partir de 17h, si votre départ est à midi vous pouvez rien faire pour passer le temps. Petit déjeuner trop trop cher.",Octobre 2021,Commentaire envoyé le 8 octobre 2021
309,Eloise,10.0,France,Exceptionnel,Le petit déjeune,Le prix un peu cher,Septembre 2021,Commentaire envoyé le 7 octobre 2021
310,Thierry,10.0,Belgique,Exceptionnel,Tout était parfait accès parc facile,,Octobre 2021,Commentaire envoyé le 6 octobre 2021
311,Aline,8.0,France,Séjour qui correspond à mes attentes,"Localisation (à peine 10min à pieds des parcs) Chambre spacieuse Piscine intérieure bien entretenue et chauffée Articles de toilettes disponibles  Restaurant Manhattan très bon  Personnel aimable et réactif  Bagagerie et dépos des valises en chambre Peignoirs et chaussons sur demande Équipements de la chambre modernes et de qualité Cafetière, café, thé, bouilloire, sèche-cheveux, mini frigo",Propreté qui laisse à désirer au vu du standing de l’hôtel (taches suspectes sur les murs…) Les prises à coté du lit ne fonctionnaient pas Clef de chambre qui ne fonctionnait pas  Café et thé en chambre mais manquerait de quoi préparer un chocolat chaud,Octobre 2021,Commentaire envoyé le 5 octobre 2021
312,Bruno,8.0,Guyane française,Très bien,Décors superbes  Très belle chambre  Proximité de Dysney Village et des parcs,"Menage de la chambre avec de nombreux oublis :lavabo non nettoyé, remplacement des serviettes oublié, tasse à café vide oubliée Seul bémol sur tout le séjour",Octobre 2021,Commentaire envoyé le 3 octobre 2021
313,Mareva,10.0,France,Exceptionnel,"La décoration , la sympathie des casts members, le cadre , les restaurants , la boutique",Rien,Octobre 2021,Commentaire envoyé le 3 octobre 2021
314,Isabelle,8.0,Espagne,Cher mais à la hauteur du prix pour ceux qui aiment Marvel,personnel très poli et disponible Decoration magnifique  petit dejeuner très cher mais copieux,la piscine est magnifique mais très profonde. C'est conçu pour inciter les gens à rester peu de temps. Pas de bassin enfant.,Septembre 2021,Commentaire envoyé le 2 octobre 2021
315,Elodie,10.0,France,Super !,Chambre confortable et propre. Proximité des parcs,Les prix des restaurants de l'hôtel étaient un peu excessif,Septembre 2021,Commentaire envoyé le 29 septembre 2021
316,Cedric,10.0,France,Exceptionnel,"Tout: la deco, l'emplacement, le personnel très avenant.",Prix du petit déjeuner un peu excessif.,Septembre 2021,Commentaire envoyé le 28 septembre 2021
317,Blanchy,10.0,Belgique,Exceptionnel,chambre superbes  piscine super personnel très a l écoute et aimable très bien situer juste derrière le village a refaire,rien,Septembre 2021,Commentaire envoyé le 20 septembre 2021
318,Christophe,9.0,France,Fabuleux,"Très confortable,joli décor ,proche du parc",La douche pas très pratique pour un établissement refait,Septembre 2021,Commentaire envoyé le 19 septembre 2021
319,Marie-pierre,10.0,France,Séjours magiques,"L originalité, le calme, le confort, et la proximité !",,Août 2021,Commentaire envoyé le 18 septembre 2021
