,0,1,2,3,4,5,6,7
395,Tatiana,10.0,Luxembourg,"séjour agréable, personnel souriant et chambres propres","Les chambres sont très propres et très bien insonorisées ! la douche fonctionnait bien, les lits sont confortables et l’emplacement de l’hôtel est parfait par rapport à Disneyland.",le prix de la chambre est très élevé,Juin 2022,Commentaire envoyé le 24 juin 2022
396,Morgane,10.0,France,Exceptionnel,La magie Disney,RAS,Juin 2022,Commentaire envoyé le 13 juin 2022
397,Julie,4.0,France,- Plus jamais dans cet hôtel !,"La navette, le responsable de l’hôtel ….",Quasiment tout. déplorable en tout point.,Juin 2022,Commentaire envoyé le 12 juin 2022
398,Luc,10.0,France,génial,confort de la literie propreté navette parc,ras,Juin 2022,Commentaire envoyé le 6 juin 2022
399,Fabio,10.0,Suisse,top,"le style de l’hôtel est top, la proximité des parcs Disney.  le personnel est vraiment sympathique",rien,Juin 2022,Commentaire envoyé le 4 juin 2022
400,Catherine,6.0,France,Correct,"Bon accueil, parking gratuit, très bon petit déjeuner et geste très agréable, gratuité du repas pour la fête des mères.","Nos cartes n'étaient pas actives, nous avons été obligé de repasser à l'accueil à minuit, un peu gênant. Petit soucis de chasse d'eau qui fuyait donc bruit gênant durant la nuit.",Mai 2022,Commentaire envoyé le 2 juin 2022
401,Victoria,6.0,Belgique,Magie,,"Niveau Propreté pas top, poussière et cheveux en rentrant dans la chambre. Première fois, mais pas deux pour notre part… pas très moderne mais mignon!  Mais toujours un plaisir de découvrir les hôtels Disney. Pour une nuit c’est très bien mais sans plus",Mai 2022,Commentaire envoyé le 29 mai 2022
402,France,10.0,France,super séjour de 2 jours tout était parfait,le logement indépendant de l’accueil  le calme  le parc à proximité,,Mai 2022,Commentaire envoyé le 29 mai 2022
403,Maeva,1.0,France,"Écœuré, nous avons dû payer 2 fois 963€ notre séjour par erreur informatique et personne ne peut nou","Écœuré, nous avons dû payer 2 fois 963€ notre séjour par erreur informatique et personne ne peut nous renseigner. C’est une honte. Nous avons engagé une procédure. A croire que toute les familles peuvent se permettre de payer une somme astronomique sans jamais rien dire. C’est désastreux. Réactivité pour encaisser mais pas pour solutionner un problème!","Écœuré, nous avons dû payer 2 fois 963€ notre séjour par erreur informatique et personne ne peut nous renseigner. C’est une honte. Nous avons engagé une procédure. A croire que toute les familles peuvent se permettre de payer une somme astronomique sans jamais rien dire. C’est désastreux. Réactivité pour encaisser mais pas pour solutionner un problème!",Avril 2022,Commentaire envoyé le 21 mai 2022
404,Nadege,10.0,France,Exceptionnel,"Nous avons passé un agréable séjour. L'équipe nous à très bien accueilli, ils ont été adorable et disponible tout au long de notre séjour. L'hôtel est bien située et très propre. Merci",,Mai 2022,Commentaire envoyé le 13 mai 2022
405,Ludovic,6.0,France,dormi au calme,le personnel extra,la rénovation a été faite à l’arrache manque de soins. pas de balayette à toilette.,Mai 2022,Commentaire envoyé le 12 mai 2022
406,Philippe,10.0,France,Exceptionnel,Un personnel a l écoute et souriant. Un très bon service et une bonne ambiance.,J'ai tout apprécié un perso,Mai 2022,Commentaire envoyé le 11 mai 2022
407,Depalma,10.0,France,magique,L’ambiance Le thème de l’hôtel  Le service,,Mai 2022,Commentaire envoyé le 9 mai 2022
408,Marie,6.0,France,un hôtel 2 étoiles non justifié par manque de prestations.La magie Dysney n a pas opéré.,"emplacement proche du parc ,le parking gratuit , l amabilité du personnel.","la cafétéria la Cantina  elle porte bien son nom 😊3 jours le même menu faritas ,porc a l ananas ,pâte ,frites ,etc…Au moins il faudrait un plat nouveau.Manque de saveur . gras ++++.bref comme à la cantine.Le prix beaucoup trop cher pour ce que l on présente……",Avril 2022,Commentaire envoyé le 28 avril 2022
409,Ritchie,2.0,Belgique,décevant,la déco,"le manque de propreté, le mobilier dégradé",Avril 2022,Commentaire envoyé le 28 avril 2022
410,Laurie,10.0,France,séjour excellent personnel au top,l’ambiance et la proximité de Disney,,Mars 2022,Commentaire envoyé le 18 avril 2022
411,Marie,10.0,France,Exceptionnel,"La proximité de la chambre avec le chemin pour aller au parc, la gentillesse des cast-members, la proximité du parking.","Je trouve dommage qu'on ne puisse pas acheter un petit encas chaud le soir quand le restaurant est complet (ex: un croque-monsieur, un cornet de pâtes...)",Avril 2022,Commentaire envoyé le 13 avril 2022
412,Thierry,6.0,France,Agréable,Proximité,Équipements,Mars 2022,Commentaire envoyé le 10 avril 2022
413,Elodie,10.0,France,Exceptionnel,La navette,Le prix !,Mars 2022,Commentaire envoyé le 9 avril 2022
414,Carole,6.0,France,Agréable,Excellent rapport qualité prix Le personnel à la réception et à la boutique,.Le froid dans la chambre et impossible de mettre le chauffage. Le bruit assourdissant de la ventilation.,Avril 2022,Commentaire envoyé le 6 avril 2022
415,Rosa,10.0,Belgique,je reviendrais à cet hôtel,personnel très sympathique. petit déjeuner juste parfait à volonté et le personnel est top,,Mars 2022,Commentaire envoyé le 4 avril 2022
416,Tarik,4.0,France,Décevant,Hôtel a rénové,,Mars 2022,Commentaire envoyé le 2 avril 2022
417,Metais,10.0,France,Exceptionnel,"Le restaurant était excellent, beaucoup de choix en nourriture et en boissons et de la bonne qualité. La chambre est parfaite avec des petites décorations très mignonnes et dans le thème de Cars ce qui est le but de l'hôtel.",Tout était très bien ! Rien ne m'a interpellé.,Mars 2022,Commentaire envoyé le 1 avril 2022
418,Charlotte,6.0,France,Agréable,satisfaisant pour l’emplacement,"la literie inconfortable, matelas dur  bruit de VMC continue dans la salle de bain",Mars 2022,Commentaire envoyé le 31 mars 2022
419,Vincent,5.0,France,Passable,,Propriétaire de la chambre ménage n'ont fait. Salle,Mars 2022,Commentaire envoyé le 30 mars 2022
420,Laura,4.0,Suisse,Décevant,"L'emplacement, le restaurant de l'hôtel","Chambre d'hôtel impossible à ouvrir, lavabo qui fuit, chambre avec un gros problème d'insonorisation,",Mars 2022,Commentaire envoyé le 30 mars 2022
421,Isabelle,10.0,France,Parfait,Parfait,,Mars 2022,Commentaire envoyé le 30 mars 2022
422,Geoffrey,6.0,Belgique,univers parfait mais confort a améliorer,l’emplacement est top pour l’accès au parc et parking très facile.  le staff est aussi sur sympa,"l’insonorisation laisse cruellement à désirer.  contrairement à d’autres avis, la literie chez nous était pas terrible (usure?). Nous étions dans le bâtiment 33, plus loin des facilités de l’hôtel, la est peut-être la différence ?",Mars 2022,Commentaire envoyé le 29 mars 2022
423,Graffin,10.0,France,Exceptionnel,L'ambiance la thématique et la distance à pied du parc très pratique pour la soirée et la journée en général le personnel ménager et accueil très sympathique  l'extérieur repein ainsi que les espace vert sont très agréables,L'isolation sonore avec les chambres voisine ainsi que l'extérieur le prix un petit peu élève mes nous avons passé un bon séjour,Mars 2022,Commentaire envoyé le 28 mars 2022
424,Stéphanie,5.0,France,Passable,"Le personnel est toujours très agréable, accueillant Les navettes sont pratiques et en cette saison, elles ne sont pas trop bondées",La déco de la chambre est vieillotte,Mars 2022,Commentaire envoyé le 27 mars 2022
425,Flicce,5.0,France,Passable mais sale,"La décoration extérieure, l'emplacement",La propreté a revoir,Mars 2022,Commentaire envoyé le 26 mars 2022
426,B,10.0,,Exceptionnel,Propre et tres bonne literie.,"Le prix du petit dejeuner, buffet à volonté, c'est trop cher surtout pour les enfants!",Mars 2022,Commentaire envoyé le 26 mars 2022
427,Nathanael,5.0,France,impression de mise à l’écart par rapport à disney suite réservation sur booking,la proximité au parc disneyland et le thème cars,bâtiment le plus loin possible,Mars 2022,Commentaire envoyé le 26 mars 2022
428,Audrey,10.0,France,un séjour magique,tout ! un personnel au top de la topitude !,rien,Mars 2022,Commentaire envoyé le 24 mars 2022
429,Anais,6.0,France,Sympa sans plus,,"Manque d insonorisation nous entendions tout de la chambre d'à côté.  Les peintures vétustes,  abîmés à certains endroits. Moisissure dans la salle de bain. Les communs auraient besoin d un peu de rafraîchissement. Même pas d'équipements tel un mini frigo ou encore une bouilloire. La déco pourrait être un peu plus fournie voire rafraîchie. Pour quasi 400euros les 2 nuits je trouve cela un peu limite",Mars 2022,Commentaire envoyé le 24 mars 2022
430,Arthur,6.0,France,Demi-magie Disney pour 50% plus cher qu'ailleurs.,La proximité avec les parcs Disneyland.,"La thématisation vieillotte du lobby et du restaurant de l'hôtel, pas de tout à la hauteur de Disney.",Mars 2022,Commentaire envoyé le 24 mars 2022
431,Coumba,6.0,France,Agréable,Propreté,Chauffage dans la salle de bain. Il faisait froid dans la salle de bain. Impossible d’allumer le chauffage.,Mars 2022,Commentaire envoyé le 24 mars 2022
432,Noëllie,10.0,France,Mon séjour était au top.,L'accueil est toujours au top. Les chambres sont calmes. L'ambiance de cet hôtel est chaleureux et le personnel est formidable. Tout était super.,Rien,Mars 2022,Commentaire envoyé le 24 mars 2022
433,François,3.0,France,Très  déçu  rapport qualité  prix ..,La literie au top et les navettes pour se rendre aux parcs appréciables.,La propreté dans les chambres a revoir complètement.  L' eau de la baignoire  ne s'ecoulait pas du tout  lorsque l' on prenait la douche .,Mars 2022,Commentaire envoyé le 23 mars 2022
434,Julien,10.0,France,Exceptionnel,super hôtel ! j’y vais depuis des années. Bon rapport qualité/prix,,Mars 2022,Commentaire envoyé le 23 mars 2022
435,Warembourg,10.0,France,Exceptionnel,Tout,Ruen,Mars 2022,Commentaire envoyé le 23 mars 2022
436,Loic,10.0,France,Moyen mais correct,L’emplacement et le service du personnel,"Chambre à la température froide , bruyante par les voisin qui nous ont pourrie nos soirées",Mars 2022,Commentaire envoyé le 20 mars 2022
437,Laura,2.0,France,Médiocre,Rien,"Problème à l'arriver pour ma réservation 3/4 d'heure d'attente. L'hôtel est une usine plutôt qu'un hôtel. Pour trouver la chambre une vrai catastrophe il faut chercher son bâtiment en pleine nuit à l'extérieur. Très mal insonorisé on entend tout chez les voisins, la salle de bain et la propreté de la chambre est à revoir, des cheveux dans la baignoire, du sable dans la cuvette, de la poussière partout. Pour manger au restaurant il faut réserver avant. Et pour 32 euros c'est très cher pour ce qu'il propose. Meme a volonté. Enfin si vous voulez du familiale on repassera. Mais bon pour le prix on ne pouvez pas s'attendre à mieux. C'est le moins cher de disney.",Mars 2022,Commentaire envoyé le 16 mars 2022
438,Marceline,10.0,France,Exceptionnel,Tout,Rien,Mars 2022,Commentaire envoyé le 15 mars 2022
439,Stephanie,10.0,Belgique,Exceptionnel,Navette toutes les 10 min  La propreté des chambres,Rien,Décembre 2021,Commentaire envoyé le 14 mars 2022
440,Elodie,10.0,France,Exceptionnel,L'emplacement Le personnel très agréable,,Mars 2022,Commentaire envoyé le 14 mars 2022
441,Thomas,10.0,France,Exceptionnel,,manque de prise à côté des lits,Mars 2022,Commentaire envoyé le 14 mars 2022
442,Gil,5.0,France,"Très bien accueilli, bien dormi, mais un certain nombre de défauts ne correspondent pas à ""la magie""",accueil du personnel réception et La Cantina : TB,"Bâtiment (47) : porte coupe feu accepterait volontiers bon coup de peinture. Chambre 215 : porte de la salle de bain qui grince (manque de discrétion la nuit si plusieurs dormeurs). Eau moins que tiède à 7h00 du matin. Service : je suis parti samedi matin ; je vous écris ce dimanche am ; j'ai oublié mon chargeur téléphone dans la chambre. J'espère que le personnel de chambre et l'administration de l'établissement, ayant mes coordonnées fera le nécessaire pour me le faire parvenir.",Mars 2022,Commentaire envoyé le 13 mars 2022
443,Céline,10.0,France,Exceptionnel,Tout,Rien,Mars 2022,Commentaire envoyé le 12 mars 2022
444,Ludivine,10.0,France,magique,l accueil et le lieu ainsi que le personnel de Disney,couette pas assez grande pour deux personnes et oreiller trop petit,Mars 2022,Commentaire envoyé le 9 mars 2022
445,Stephanie,5.0,France,Passable,Rien,La salle de bain salle trop petite lit pas confortable hôtel très défraîchis,Mars 2022,Commentaire envoyé le 9 mars 2022
446,Gabrielle,4.0,France,Je ne recommande pas cet hôtel,Le choix dans le petit déjeuner,"La chambre n’était pas propre , pas d’insonorisation , literie pas confortable … La chambre mériterait d’une bonne remise en état !",Mars 2022,Commentaire envoyé le 8 mars 2022
447,Guy,5.0,France,dessus du séjour,le petit déjeuner,les chambres de Monde être rénové il y a que l’accueil de la réception qui est moderne les chambres la propreté de Satie Siri toile d’araignée araignée au plafond saleté sur la moquette salle de bain qui fuit,Mars 2022,Commentaire envoyé le 8 mars 2022
448,Audrey,10.0,France,Exceptionnel,"Nous avons beaucoup apprécié l'accueil,les services,la magie Disney !",Je n'ai rien a reprocher à cet établissement,Mars 2022,Commentaire envoyé le 8 mars 2022
449,Lydia,10.0,Belgique,très bonne impression en général du séjour,"la proximité du Parc Disneyland, la navette pour le Parc, le grand parking, le personnel très aimable","La literie, les poubelles non vidées",Mars 2022,Commentaire envoyé le 7 mars 2022
450,Christelle,10.0,France,Exceptionnel,Personnel très accueillant et à l’écoute,,Mars 2022,Commentaire envoyé le 6 mars 2022
451,Baptiste,10.0,France,"fabuleux, magnifique cadre et personnelle plus que agréable.",le décor nous a directement plonger dans le film Cars,j’ai du payer en double les petits déjeuner qui était déjà payer avec la réservation.,Février 2022,Commentaire envoyé le 4 mars 2022
452,Agnès,10.0,France,un séjour merveilleux,génial comme d’habitude,tout est bien chez Disney,Mars 2022,Commentaire envoyé le 4 mars 2022
453,Valérie,10.0,Belgique,tout était parfait du début à la fin,parfait à recommender,,Février 2022,Commentaire envoyé le 3 mars 2022
454,Valérie,10.0,Belgique,A recommander vivement bon rapport qualité  prix,"tout était parfait l'accueil, la chambre, le personnel.",rien,Mars 2022,Commentaire envoyé le 3 mars 2022
455,Gwen,2.0,France,"Parcs et personnel au top , Hôtel décevant",le personnel est très agréable,"Les chambres sont très mal insonorisées, nous entendions nos voisins de pallier parler au téléphone comme s’ils étaient dans la pièce d’à coté (nous avons entendu des ébats sexuels jusque 3h du matin , et je tiens à préciser que je voyageais avec mon petit garçon pour son anniversaire. ) je reste quand même déçue quand au bruit, et la qualité des locaux que je n’ai trouvé jusqu’à présent qu’au Newport bay. la température de la chambre était très froide  et Les oreillers en plumes horribles ! Je suis allée plusieurs fois au Séquoia et au Newport , je n’en garde que de bons souvenirs, j’essaie d’aller aux parcs Disney au moins une fois par an, car il me faut économiser un sacré budget pour pouvoir offrir ce séjour à mes enfants et moi (n’étant que conseillère de vente)  C’est pour cela que je reste quand même déçue de mon séjour dans cet établissement , par rapport au fait que nous ayons mal dormis, un hôtel est fait pour dormir , mais si nous ne le pouvons pas cela reste quand même décevant, surtout pour une seule nuit  L’ensemble du personnel est adorable, et nous avons bien mangé, ce sont les deux seuls points positifs de notre séjour d’une nuit. cordialement  Mme Fonseca Gwendoline",Février 2022,Commentaire envoyé le 28 février 2022
456,Emily,1.0,France,Mauvais,Rien,"Loin, En fait c'est plein de bâtiments Petites chambres",Janvier 2022,Commentaire envoyé le 24 février 2022
457,Oliv,10.0,La Réunion,a refaire,top,rien,Février 2022,Commentaire envoyé le 24 février 2022
458,Guillaume,4.0,France,Pas à la hauteur de nos espérances et du prix payé.,Accueil du personnel.  Petit-déjeuner.,"Chambre vieillissante, mauvaise qualité de réception de la télévision, qui fait qu’il était impossible de la regarder.  Des claquements intempestifs, certainement dus au vent, nous ont empêchés de dormir une partie de la première nuit. La personne à l’accueil semblait peu intéressée par le problème le lendemain...",Février 2022,Commentaire envoyé le 22 février 2022
459,Catherine,5.0,France,pour un hotel disney (et donc pour le prix ! ) hôtel limite ! à utiliser pour une nuit pas plus !,"navette régulière (toutes les 12 min)  pour accéder au parc Disney et à la gare TGV sont très appréciables, surtout qu'elle débute très tôt le matin  personnages Disney dans l'hôtel pour faire rêver les enfants le temps de quelques photos","- le personnel très désagréable de manière général (bagagerie, réception, restaurant..) ce qui est très choquant car nous avions passé les nuits précédentes dans un autre hôtel Disney et rien à voir !  manque de prestations clairement ! - chambre petite pour une famille 2 adultes + 2 enfants  - chambre très limite, peu spacieuse, baignoire d'un état douteux pour dire que cet hôtel a été restauré il y a peu !  - état général de la chambre très sommaire  - lit d'un confort catastrophique, on ressent les ressorts s'incrustés dans le corps ; oreillers 1 par personne et tout plat pas du tout confortable  - accès des chambres par dehors, en se trainant nous même les valises (pas de bagagerie dans celui ci contrairement à d'autre) jusqu'à l'autre bout de l'hôtel à 6h du matin! pas cool pour le voisinage ! heureusement l'hôtel étaient loin d'être rempli !   - produits d'hygiène pour 4 personnes clairement insuffisants !  - même pas un distributeur de boissons ou un café d'ouvert le matin ! nous reprenions notre TGV à 7h15, aucune possibilité de donner ne serait ce qu'un chocolat chaud ou un gâteau aux enfants !  un hôtel sans accueil au moins boissons chaudes à 6h30 du matin c'est très surprenant ! surtout un hôtel Disney ! vous mettez des navettes à dispositions dès 6h30 du matin (et c'est génial ça par contre) mais pas de possibilité de prendre une petite collation ! incompréhensible !!! et très discutable !",Février 2022,Commentaire envoyé le 22 février 2022
460,Jérémy,5.0,France,Passable,,Le restaurant cher et pas très bon,Janvier 2022,Commentaire envoyé le 20 février 2022
461,Morgane,10.0,France,Exceptionnel,Personnel accueillant et très sympathique La decoration de la chambre!!!,Literie peut être un peu trop souple,Février 2022,Commentaire envoyé le 18 février 2022
462,Claire,5.0,France,très déçu par rapport au qualité/prix,la thématique Cars parfaite pour les enfants,"la façon dont est fait l’hôtel ( obligé systématiquement de passer par l’extérieur pour aller dans les parties communes ), la taille de la chambre et la qualité des équipements. L’hôtel est loin de l’entrée des parcs et les navettes misent à disposition sont loin des logements, il font donc être un excellent marcheur mais en tout cas il ne faut pas avoir des enfants.",Février 2022,Commentaire envoyé le 17 février 2022
463,Sophie,6.0,France,Agréable,,La personne a la bagagerie très peu aimable et qui impose de revenir dès le sms avec le numéro de chambre.. Dommage mais mal tombé !!,Février 2022,Commentaire envoyé le 16 février 2022
464,Mihaela,10.0,France,Exceptionnel,"Très proche du parc Disneyland, 10 min à pied.",Il y a plusieurs bâtiments si on peut dire,Février 2022,Commentaire envoyé le 15 février 2022
465,Chadeau,10.0,France,Sympa et convivial,L'accueil très chaleureux de la personne a notre arrivée. Et le calme des chambres.,Pas d'ascenseur pour monter au 1 er etage et atteindre notre chambre. Pas facile quand on a de gros bagages.,Février 2022,Commentaire envoyé le 11 février 2022
466,Nadera,6.0,France,Agréable pour une petite famille,Nous avions apprécié le fait de nous proposé des chambres adjacentes!!,Ne répond pas à nos attentes pour une famille nombreuse.,Février 2022,Commentaire envoyé le 10 février 2022
467,Anne,10.0,France,"Super ambiance et nuit reposante, après un très bon repas.","Super calme, déco sympa, chambre super propre. Navette très pratique pour rejoindre le parc mais vite surchargée aux heures de pointes évidemment, rejoindre le parc à pieds est complément faisable et très agréable, même après une journée bien chargée :) Buffet le soir très bon, bien fourni même quand on arrive tard. La viande était très bonne, et le choix des légumes très satisfaisant. Mention spéciale pour le guacamole et les nachos :):)","Nous sommes arrivés à pieds, et avons eu un peu de mal à trouver la réception, pas du tout indiquée. Mais le décor est sympa alors on s'est promené :)",Février 2022,Commentaire envoyé le 10 février 2022
468,Planque,4.0,France,Décevant,L'emplacement,"La literie n'était pas très confortable, la Vmc de la salle de bain fesait un bruit énorme, la seule solution trouvait par le personnel une serviette pour atténuer le bruit ..",Février 2022,Commentaire envoyé le 9 février 2022
469,Joan,6.0,France,Agréable,les lits supersposés,la sisposition des batiments. le coté parking.,Février 2022,Commentaire envoyé le 9 février 2022
470,Ludovic,6.0,Belgique,déçu,"l’accueil du personnel a la réception, sinon a la bagagerie zero, et au petit déjeuner une première pour nous et personne nous explique comment sa ce passe ou sa se trouve.","la chambre qui était sale, poil dans l’évier avec tache rouge on ces demander ce que c’était porte écailler de la salle de bain.. literie trop dur",Février 2022,Commentaire envoyé le 9 février 2022
471,Mohamed,1.0,France,une catastrophe,absolument rien,fuyez pauvres fous,Février 2022,Commentaire envoyé le 8 février 2022
472,Adeline,10.0,France,un séjour dépaysant dans le monde de cars,"La proximité du parc, la thematisation excellente, l’accueil des Cast excellent",juste l’hôtel vieillit et commence à y avoir des traces d usure,Février 2022,Commentaire envoyé le 7 février 2022
473,Antoine,10.0,France,très bien,"Décoration, accueil, propreté",,Février 2022,Commentaire envoyé le 7 février 2022
474,Sonia,10.0,France,Dépaysement garanti,"Très bon rapport qualité prix. Accueil très souriant à la réception et au restaurant, présence non négligeable de personnages à l'accueil pour mes photos et d'une boutique sur place. Histoire d'éviter la cohue. Nous Avons eu un magic pass pour les heures de magie en plus au parc alors que nous avions réservé la chambre sèche. Hôtel à dimension humaine avec super décor sur thème route 66 et western,comme toujours lits très confortables. Navette pour l'hôtel.",Je ne vois rien...,Février 2022,Commentaire envoyé le 7 février 2022
475,Anais,5.0,France,Le manque de professionnalisme de booking,La persévérance du personnel de l'hôtel à trouver une solution a notre problème de réservation causé par booking,Le fait que booking.com n'a pas validé notre réservation auprès de l'hôtel !,Février 2022,Commentaire envoyé le 6 février 2022
476,Camille,10.0,France,exceptionnel,"accueil au top, et immersion dès notre arrivée dans la magie de disney","rien, tout était bien!",Janvier 2022,Commentaire envoyé le 2 février 2022
477,Moreau,10.0,France,Exceptionnel,,Les tarifs,Janvier 2022,Commentaire envoyé le 30 janvier 2022
478,Sebastien,10.0,France,Top,Tout,,Janvier 2022,Commentaire envoyé le 26 janvier 2022
479,Sylvain,10.0,France,fantastique,ambiance disney,,Janvier 2022,Commentaire envoyé le 26 janvier 2022
480,Valentine,5.0,France,Pratique mais décevant.,"La proximité avec le parc, le personnel et l’accueil","La propreté de la salle de bain (cheveux/poils retrouvés), la qualité de la literie, la douche + équipement de type sèche cheveux. La nuité est trop chère pour la qualité de la chambre.",Janvier 2022,Commentaire envoyé le 23 janvier 2022
481,François,10.0,France,"très bon séjour , avec un prix assez élevé","propreté , emplacement , univers disney",rapport qualité / prix,Décembre 2021,Commentaire envoyé le 21 janvier 2022
482,Diforti,6.0,Belgique,Agréable,très facile pour séjourner un jour de plus à Disney,le prix de la chambre,Janvier 2022,Commentaire envoyé le 17 janvier 2022
483,Richardlr,4.0,France,Très déçu de cette première expérience chez Disney,accueil check in efficace et personnel très accueillant extérieur de l'hôtel plutôt agréable à proximité du parc (à pied 15 minutes/10min par une jolie promenade),"rapport qualité prix très mauvais (extrêmement cher pour le standing). la chambre était minuscule, en très mauvais état (peintures écaillées, toilette qui fonctionnait à moitié, mal équipée ils ont recyclé un vieil hôtel sur le thème ""CARS"" mais on ne s'y trompe pas réception ""vieillotte""",Janvier 2022,Commentaire envoyé le 16 janvier 2022
484,Clémentine,10.0,France,merveilleux séjour,proximité avec le parc immersion dans le monde disney  propreté  boisson à volonté  accès au parc plus tôt,,Janvier 2022,Commentaire envoyé le 14 janvier 2022
485,Flavie,10.0,France,trop cool !,tout !,rien !,Janvier 2022,Commentaire envoyé le 12 janvier 2022
486,Laetitia,4.0,France,Séjour bof,Proximité avec le parc,"Dîner au restaurant de l'hôtel, très cher et franchement pas terrible pour le prix. Chambre avec des choses cassés ou abîmés. Propreté laisse a désirer.",Janvier 2022,Commentaire envoyé le 11 janvier 2022
487,Alison,5.0,Belgique,Magie hors de prix,"Proximité des parcs de  Disney, l'ambiance et les décors méxicain et de Cars, Starbucks dans la structure, personnages présents en soirée. Avec le Magic Pass, café offert aux distributeurs avec un quota de crédit par jour.","Le fait de tourner 1h00 pour trouver une place, devoir se parquer de façon sauvage pour aller à la réception et demander quelle est la solution prévue. Accueil glacial, personnel de réception pas du tout avenant alors que nous avons séjourné à plusieurs reprises dans cet hôtel. Ménage approximatif. Restaurant de l'hôtel devenu bas de gamme et beaucoup moins qualitatif pour un tarif exhorbitant. pas droit au badge de la saison de Noel car réservé par Booking, la famille a côté de nous dont les enfants ont été super gâtés (badges chacun, chique, images) et les miens rien car on ne réserve pas par Disney. Literie devenue obsolète. l'hôtel santa Fé est devenu clairement le bas de gamme de Disney et c'est bien dommage.",Janvier 2022,Commentaire envoyé le 11 janvier 2022
488,Céline,6.0,France,séjour agréable,"hôtel bien placé par rapport au parc,  personnel très agréable","le restaurant usine.. le tarif très excessif, du petit déjeuner( 21 euros par personnes et 14 euros par enfant) et du repas  restaurant bruyant, tables très rapprochées les unes des autres",Janvier 2022,Commentaire envoyé le 9 janvier 2022
489,Kathelyne,5.0,Belgique,"le séjour aurait pu être mieux, pas de chauffage dans la chambre, bcp de bruit des voisins , accueil très bien c est le",le cadre,"la literie, le manque d une cafetière café et petit frigo",Janvier 2022,Commentaire envoyé le 9 janvier 2022
490,Karine,10.0,France,tout était parfait,la proximité du parc et accès au parc plus tôt,,Janvier 2022,Commentaire envoyé le 8 janvier 2022
491,Gerardo,10.0,Belgique,super,"la nourriture, l’emplacement",,Janvier 2022,Commentaire envoyé le 8 janvier 2022
492,Sébastien,10.0,France,Exceptionnel,La thématisation de l'hôtel immersion complète et de nuit super beau ',,Janvier 2022,Commentaire envoyé le 8 janvier 2022
493,Lebreton,10.0,France,Exceptionnel,"Le personnel est très sympathique et accueillant. La chambre très propre. Le cadre est très immersif, parfait pour une nuit avant une journée à DisneyLand.",Le seul petit point négatif est nous avons eu froid en nous réveillant le matin.,Janvier 2022,Commentaire envoyé le 7 janvier 2022
494,Elodie,10.0,France,Dépaysement garanti,"Calme, propre et dépaysant",,Janvier 2022,Commentaire envoyé le 5 janvier 2022
495,Axel,1.0,France,Mauvais,suite à un cas Covid 19 la veille du départ l’établissement n’a pas voulu nous reporter les date et à donc encaissé la somme,,Janvier 2022,Commentaire envoyé le 5 janvier 2022
496,Clément,3.0,France,Décevant,Le restaurant et le personnels,La literie pas confortable. Des traces de sang sur le mur et du bruit toute la nuit,Janvier 2022,Commentaire envoyé le 5 janvier 2022
497,Lorette,4.0,France,Une mauvaise coordination entre la réservation sur Booking et les informations de l'hôtel,La proximité du parc,L'accueil du personnel,Janvier 2022,Commentaire envoyé le 5 janvier 2022
498,Cassandra,2.0,Belgique,Très déçue,Je n'ai que des inconvénients.,"Les têtes de lit n'étaient pas fixées, tâche d'humidité dans la chambre (photo à l'appui), acceuil désagréable (sauf un certain Pablo qui a été très gentil), chambre assez froide et sans thermostat ni pour la salle de bain ni pour la chambre. Informations erronées concernant notre séjour en arrivant à l'hôtel.",Janvier 2022,Commentaire envoyé le 1 janvier 2022
499,Véronique,4.0,France,Trop cher pour un aspect aussi bas de gamme.,Le calme de la chambre.,"Le côté très impersonnel des lieux,  la chambre d'aspect vieillotte avec une déco cheep et des coloris horribles,  la salle de petit-déjeuner qui ressemble à une cantine de mauvaise catégorie, le manque d'éblouissement dans un lieu qui se veut ""magique"".  Rien ne fait rêver.",Décembre 2021,Commentaire envoyé le 1 janvier 2022
500,Mimie0708,10.0,France,Exceptionnel,"Excellent séjour. Cast members au top, propreté de la chambre, déco superbe.",,Décembre 2021,Commentaire envoyé le 28 décembre 2021
501,Celine,10.0,France,A refaire !,"L'hotel est tres bien situé, nous avons pu rejoindre le Parc Disney à pied ou en navette. Le personnel est tres accueillant et nous a donné des astuces en arrivant !",Rien du tout !,Décembre 2021,Commentaire envoyé le 28 décembre 2021
502,Perganti,6.0,France,Agréable,Les navettes disponibles rapidement,"La sonorisation de la chambre était médiocre. Notre chambre donnant malheureusement sur la route principale,  nous avons entendu toute la journée et une bonne partie de la nuit les gens parler et le roulement des valises comme si ils étaient avec nous dans la chambre.",Novembre 2021,Commentaire envoyé le 27 décembre 2021
503,Carmen,5.0,France,Passable,Le parc et la proximité de l'hôtel,La 1ere chambre que j'ai eu n'était pas propre. Pour l'atteindre il fallait passer par un couloir ou est stocké le linge propre pour les chambres... pas d'ascenseur. Chambre salle J'ai changé de chambre.  Lit inconfortable. Tout cela a 22 h. Très déçue,Novembre 2021,Commentaire envoyé le 27 décembre 2021
504,Floriane,10.0,France,parfait. a refaire,"le décor parfait  mon fils est ravie  le prix était super , l’emplacement très bien. immersion garantie",,Décembre 2021,Commentaire envoyé le 22 décembre 2021
505,Morgane,10.0,France,génial,j’ai aimé la féerie de disney. Au petit déjeuner nous avons eu une hôtesse au top du nom de magali.,,Décembre 2021,Commentaire envoyé le 21 décembre 2021
